asset_id,empID,asset_name,asset_type,purchase_date,status
151,102,Mobile Discussion,Monitor,2024-08-23,Returned
152,103,Access Card Foreign,Mouse,2024-08-05,Returned
153,103,Mac Or,Mac,2023-10-06,Lost
154,105,Laptop Southern,Keyboard,2025-02-06,Lost
155,105,Monitor Subject,Mouse,2023-04-24,Lost
156,105,Mobile Bag,Mac,2023-10-19,Lost
157,106,Mac Student,Keyboard,2022-09-03,Lost
158,106,Mouse Ready,Mac,2023-01-15,Returned
159,107,Keyboard Draw,Mouse,2023-02-03,Returned
160,107,Mac Once,Access Card,2024-11-08,Lost
161,107,Mobile Nature,Keyboard,2022-07-10,Lost
162,108,Access Card Surface,Mobile,2024-01-27,Issued
163,109,Keyboard Street,Mac,2022-11-21,Lost
164,110,Access Card Firm,Keyboard,2023-05-21,Issued
165,110,Mobile Environment,Mac,2024-12-04,Returned
166,111,Monitor Sea,Access Card,2023-08-18,Returned
167,111,Laptop Very,Mobile,2022-10-20,Lost
168,112,Access Card Wife,Mobile,2024-10-28,Returned
169,112,Access Card He,Mouse,2024-11-13,Issued
170,112,Laptop Property,Mobile,2023-09-19,Issued
171,113,Access Card One,Keyboard,2024-09-11,Issued
172,114,Access Card Talk,Access Card,2022-08-21,Issued
173,116,Monitor Three,Monitor,2022-12-17,Returned
174,116,Keyboard Outside,Access Card,2024-04-30,Issued
175,116,Access Card Right,Keyboard,2025-05-19,Returned
176,117,Mobile Arm,Keyboard,2023-07-30,Returned
177,117,Mac Amount,Mobile,2023-12-07,Issued
178,118,Laptop Top,Keyboard,2025-01-29,Issued
179,118,Laptop Effort,Mobile,2025-05-24,Issued
180,120,Access Card No,Access Card,2023-07-01,Issued
181,120,Laptop General,Mobile,2024-03-20,Lost
182,121,Laptop These,Laptop,2023-03-27,Issued
183,124,Keyboard Tonight,Monitor,2024-04-02,Issued
184,125,Keyboard Some,Mobile,2023-02-17,Issued
185,126,Mac International,Mouse,2023-08-10,Returned
186,127,Keyboard Himself,Monitor,2023-03-19,Lost
187,127,Mac Government,Mac,2025-02-10,Returned
188,127,Access Card From,Monitor,2022-12-08,Returned
189,129,Mobile Both,Mobile,2024-04-20,Lost
190,130,Monitor Even,Mouse,2025-01-20,Lost
191,130,Keyboard I,Mouse,2023-05-22,Lost
192,130,Keyboard Crime,Mac,2022-10-08,Lost
193,131,Mobile Others,Mac,2022-10-03,Returned
194,131,Access Card Owner,Access Card,2022-09-05,Issued
195,132,Mac Our,Mouse,2025-02-01,Lost
196,132,Laptop Still,Monitor,2025-04-19,Returned
197,132,Mobile Environmental,Laptop,2023-07-27,Lost
198,133,Mobile Positive,Mobile,2022-11-13,Returned
199,134,Mobile Raise,Laptop,2024-08-22,Returned
200,134,Monitor Final,Mouse,2024-04-09,Lost
201,135,Laptop Cell,Laptop,2023-01-22,Returned
202,136,Mac Condition,Access Card,2024-09-04,Returned
203,136,Monitor Performance,Access Card,2024-04-03,Issued
204,137,Laptop Whose,Monitor,2023-06-17,Issued
205,138,Mouse Participant,Access Card,2023-11-29,Returned
206,138,Keyboard Anything,Keyboard,2025-01-01,Issued
207,140,Access Card Develop,Mobile,2023-11-13,Returned
208,141,Mobile Management,Mouse,2024-05-12,Lost
209,141,Access Card Table,Laptop,2024-02-03,Issued
210,142,Mobile Phone,Mobile,2023-06-23,Lost
211,142,Keyboard Do,Monitor,2023-07-26,Issued
212,142,Laptop Any,Laptop,2023-09-04,Lost
213,143,Mouse Gas,Monitor,2025-02-14,Lost
214,144,Mouse Tonight,Access Card,2024-09-02,Issued
215,145,Access Card Evening,Monitor,2022-12-22,Returned
216,145,Mac Letter,Mobile,2024-02-10,Lost
217,145,Keyboard War,Monitor,2023-09-15,Returned
218,146,Mac Part,Mac,2024-01-27,Issued
219,146,Access Card Only,Mac,2024-05-29,Issued
220,146,Mac Lawyer,Mouse,2023-12-10,Issued
221,147,Mac Some,Mouse,2023-02-08,Returned
222,147,Access Card Hair,Mouse,2023-02-01,Issued
223,148,Mouse Most,Monitor,2024-12-19,Lost
224,149,Laptop Accept,Mouse,2023-07-07,Issued
225,149,Mac Use,Keyboard,2022-11-28,Returned
226,149,Laptop Certain,Mac,2022-08-03,Returned
227,150,Mac Successful,Monitor,2024-10-30,Returned
228,150,Monitor Five,Mobile,2023-09-02,Issued
229,150,Laptop Term,Mobile,2025-03-14,Lost
230,151,Mac History,Mouse,2024-01-07,Returned
231,151,Laptop Election,Laptop,2025-03-04,Issued
232,152,Mac Improve,Mobile,2023-10-04,Lost
233,152,Mobile Cover,Mobile,2024-03-25,Returned
234,153,Mac Offer,Keyboard,2022-07-02,Returned
235,154,Laptop Prepare,Monitor,2022-10-10,Returned
236,155,Mouse Court,Laptop,2024-07-15,Lost
237,155,Mac Number,Laptop,2023-01-01,Returned
238,155,Mouse Class,Monitor,2025-05-24,Issued
239,156,Access Card Dinner,Mouse,2024-08-31,Lost
240,157,Monitor Really,Laptop,2023-09-11,Returned
241,157,Mouse Else,Keyboard,2023-09-15,Lost
242,158,Laptop Toward,Keyboard,2023-04-07,Issued
243,159,Keyboard Success,Mouse,2023-04-30,Issued
244,160,Access Card Close,Keyboard,2024-05-13,Lost
245,160,Access Card Election,Keyboard,2023-10-04,Issued
246,161,Keyboard Seat,Keyboard,2023-05-30,Returned
247,161,Mobile Fill,Mouse,2024-11-28,Lost
248,163,Keyboard Each,Access Card,2023-10-26,Lost
249,163,Access Card Everyone,Laptop,2022-07-25,Lost
250,163,Mac Again,Mobile,2023-08-26,Issued
251,164,Mobile Situation,Laptop,2023-10-28,Lost
252,164,Mobile Claim,Mouse,2025-04-26,Returned
253,164,Mouse National,Access Card,2025-02-24,Lost
254,167,Mac Exist,Mobile,2024-08-27,Issued
255,167,Laptop By,Mac,2023-11-15,Lost
256,167,Keyboard Record,Laptop,2023-05-03,Lost
257,168,Mouse Radio,Monitor,2022-08-06,Lost
258,168,Laptop Range,Mouse,2024-09-29,Returned
259,168,Laptop Especially,Mobile,2024-11-18,Lost
260,169,Access Card Office,Laptop,2025-05-12,Issued
261,170,Mac Success,Mac,2024-12-29,Lost
262,171,Mac Pay,Mac,2023-07-03,Lost
263,172,Mac Such,Monitor,2023-09-16,Lost
264,173,Keyboard Cut,Mobile,2023-11-26,Issued
265,174,Laptop Trade,Laptop,2023-10-15,Returned
266,174,Keyboard Industry,Mobile,2024-10-26,Returned
267,174,Monitor Church,Laptop,2024-06-30,Returned
268,177,Mac Owner,Laptop,2023-03-27,Returned
269,177,Mouse Visit,Keyboard,2025-03-22,Issued
270,178,Keyboard Maintain,Access Card,2022-11-24,Lost
271,178,Access Card Ok,Laptop,2022-06-03,Issued
272,179,Keyboard Right,Mouse,2024-07-24,Issued
273,179,Mouse Least,Access Card,2025-02-03,Lost
274,180,Laptop Board,Laptop,2023-12-19,Returned
275,181,Mac Like,Keyboard,2022-09-07,Returned
276,181,Monitor Finally,Mac,2023-07-30,Issued
277,183,Keyboard Consider,Access Card,2023-07-18,Lost
278,184,Mouse Reality,Access Card,2024-01-26,Lost
279,185,Laptop Positive,Mobile,2025-03-29,Lost
280,185,Laptop Movement,Monitor,2023-09-17,Issued
281,186,Mobile Eye,Mobile,2024-02-21,Returned
282,186,Keyboard Success,Access Card,2024-07-22,Lost
283,186,Laptop Real,Laptop,2023-09-23,Returned
284,187,Monitor Power,Monitor,2024-09-02,Issued
285,187,Mobile Inside,Laptop,2024-04-06,Lost
286,188,Monitor Cell,Mouse,2025-05-22,Returned
287,189,Mac Window,Mouse,2024-07-13,Returned
288,189,Mac Huge,Access Card,2024-10-18,Returned
289,189,Monitor Policy,Monitor,2024-05-29,Returned
290,190,Keyboard Bank,Access Card,2022-07-31,Lost
291,192,Mac Work,Mobile,2023-01-21,Issued
292,192,Mouse Edge,Laptop,2024-08-06,Returned
293,192,Keyboard Business,Monitor,2022-12-20,Lost
294,193,Mouse Success,Access Card,2024-02-11,Issued
295,194,Mobile Condition,Mac,2024-02-19,Returned
296,194,Mouse Especially,Keyboard,2022-12-26,Lost
297,195,Mouse Air,Mobile,2024-10-27,Lost
298,195,Access Card Best,Laptop,2023-09-13,Issued
299,195,Laptop Miss,Access Card,2025-02-27,Lost
300,196,Mouse Will,Mac,2023-06-09,Issued
301,197,Keyboard Garden,Mac,2025-05-30,Lost
302,197,Mac Pass,Mouse,2023-06-14,Issued
303,197,Access Card Whether,Keyboard,2023-07-23,Returned
304,198,Laptop Dinner,Mouse,2023-07-19,Returned
305,199,Keyboard Concern,Mouse,2024-10-31,Returned
306,200,Mouse Game,Keyboard,2024-06-08,Returned
307,202,Keyboard Hard,Laptop,2023-05-11,Returned
308,206,Laptop Develop,Laptop,2022-09-09,Lost
309,206,Mobile More,Keyboard,2023-03-19,Issued
310,207,Access Card Produce,Monitor,2025-03-29,Lost
311,207,Monitor Conference,Mobile,2022-09-18,Issued
312,208,Laptop Available,Mac,2025-02-11,Issued
313,208,Keyboard Claim,Access Card,2022-07-07,Issued
314,209,Mobile Fast,Keyboard,2024-01-25,Issued
315,210,Laptop Before,Access Card,2022-08-18,Lost
316,210,Keyboard Back,Access Card,2023-05-21,Lost
317,211,Keyboard Professor,Mac,2022-08-19,Returned
318,211,Laptop Same,Keyboard,2022-07-24,Issued
319,212,Mouse Available,Mac,2023-04-18,Issued
320,212,Monitor Everyone,Keyboard,2023-08-11,Returned
321,213,Mouse Team,Monitor,2025-02-26,Returned
322,213,Mouse Result,Monitor,2022-06-10,Issued
323,213,Monitor Reveal,Mobile,2023-05-09,Lost
324,214,Mouse Media,Laptop,2022-08-10,Returned
325,215,Access Card Cut,Mac,2025-04-14,Issued
326,215,Laptop Turn,Keyboard,2024-05-21,Lost
327,216,Laptop Method,Access Card,2022-12-06,Issued
328,216,Mouse Man,Keyboard,2022-07-04,Issued
329,216,Monitor Mouth,Monitor,2023-10-11,Returned
330,220,Mouse Single,Mobile,2024-11-28,Returned
331,220,Mac Professor,Mac,2022-11-23,Lost
332,221,Laptop Fund,Keyboard,2022-08-26,Returned
333,223,Laptop Without,Access Card,2023-06-16,Issued
334,223,Mobile Thus,Access Card,2023-01-12,Issued
335,224,Laptop Finally,Mobile,2024-07-02,Issued
336,225,Keyboard Ball,Access Card,2024-10-01,Issued
337,226,Mac Develop,Laptop,2022-06-22,Issued
338,226,Mac Turn,Mac,2023-11-14,Issued
339,228,Access Card Scene,Mobile,2024-07-22,Issued
340,228,Laptop Allow,Mobile,2022-09-26,Lost
341,229,Mobile Ground,Mobile,2025-02-16,Lost
342,229,Mobile Your,Mobile,2024-02-04,Issued
343,230,Mac Husband,Mouse,2022-07-09,Returned
344,231,Access Card Computer,Monitor,2025-03-11,Issued
345,231,Mobile Garden,Laptop,2022-08-08,Lost
346,231,Monitor Way,Mouse,2023-07-25,Issued
347,232,Mac Thousand,Laptop,2024-12-05,Lost
348,232,Mobile Visit,Access Card,2023-06-02,Returned
349,233,Mouse Hard,Mobile,2023-11-18,Lost
350,233,Access Card Especially,Laptop,2025-02-08,Returned
351,233,Access Card Whether,Mobile,2024-11-19,Lost
352,234,Mac Author,Mac,2024-07-18,Issued
353,234,Mouse Exactly,Keyboard,2023-06-11,Lost
354,236,Mac Safe,Mouse,2025-03-16,Returned
355,236,Access Card Tree,Mac,2024-03-30,Issued
356,236,Access Card Day,Mobile,2025-03-10,Returned
357,237,Mobile Food,Mac,2023-07-09,Lost
358,238,Keyboard Six,Keyboard,2023-07-05,Issued
359,238,Laptop Security,Laptop,2024-09-16,Lost
360,238,Laptop Soon,Keyboard,2024-11-10,Lost
361,239,Mac Hour,Mouse,2024-01-14,Lost
362,240,Monitor Way,Mouse,2025-03-09,Issued
363,240,Mac Close,Mouse,2022-07-04,Returned
364,240,Mobile Material,Laptop,2024-10-12,Returned
365,241,Monitor Hand,Mouse,2024-10-23,Returned
366,242,Access Card Item,Mac,2023-03-21,Returned
367,242,Mobile Score,Access Card,2023-02-13,Issued
368,243,Access Card Step,Keyboard,2024-05-12,Returned
369,243,Laptop Page,Mac,2023-09-01,Lost
370,243,Keyboard Ok,Keyboard,2023-07-10,Returned
371,244,Mac Church,Laptop,2023-04-23,Issued
372,244,Mac Spend,Mobile,2025-04-01,Lost
373,245,Access Card Thank,Mouse,2023-02-11,Issued
374,246,Mobile First,Access Card,2023-04-09,Returned
375,247,Mobile Once,Mobile,2024-02-23,Lost
376,247,Mobile Five,Mobile,2023-06-07,Returned
377,247,Mac Save,Mobile,2024-10-21,Lost
378,248,Mac Use,Mouse,2024-08-15,Lost
379,249,Mac Third,Laptop,2022-06-12,Returned
380,249,Mac Address,Laptop,2022-10-22,Lost
381,250,Access Card Issue,Mac,2024-04-10,Lost
382,251,Laptop Deal,Access Card,2023-09-23,Returned
383,251,Access Card West,Mobile,2022-09-15,Issued
384,252,Mouse Reason,Monitor,2023-06-14,Issued
385,252,Mobile Same,Mobile,2022-08-02,Lost
386,253,Monitor Cut,Keyboard,2024-11-22,Returned
387,254,Access Card Way,Access Card,2024-07-28,Lost
388,254,Keyboard Record,Laptop,2024-03-21,Issued
389,254,Access Card Exist,Keyboard,2023-05-14,Lost
390,255,Access Card Mother,Access Card,2022-12-17,Returned
391,255,Mouse Must,Access Card,2025-04-11,Lost
392,255,Mac Risk,Mobile,2022-07-16,Issued
393,258,Monitor Expert,Mobile,2022-11-19,Lost
394,259,Mac Anyone,Mouse,2023-04-02,Issued
395,259,Monitor Window,Monitor,2023-05-15,Issued
396,259,Mobile Before,Monitor,2024-06-09,Lost
397,260,Access Card Through,Access Card,2022-10-08,Returned
398,261,Mobile Reach,Access Card,2024-08-27,Issued
399,261,Access Card Rate,Access Card,2022-06-09,Issued
400,261,Mouse Half,Access Card,2025-05-11,Returned
401,262,Laptop Become,Keyboard,2023-10-11,Issued
402,262,Mobile Certain,Keyboard,2025-05-25,Returned
403,262,Mouse Yes,Mobile,2024-04-06,Issued
404,263,Laptop Watch,Keyboard,2024-08-12,Lost
405,263,Monitor Nothing,Mac,2023-05-18,Issued
406,264,Mouse Sense,Mobile,2023-06-24,Returned
407,265,Mobile So,Access Card,2025-02-14,Lost
408,267,Keyboard Country,Keyboard,2025-01-20,Lost
409,267,Laptop Scientist,Mouse,2022-10-25,Issued
410,267,Mac Some,Mobile,2023-06-26,Returned
411,269,Laptop Together,Mac,2023-01-20,Issued
412,269,Access Card Take,Mac,2023-05-03,Returned
413,269,Mac Address,Mac,2023-11-22,Issued
414,270,Laptop Voice,Mouse,2024-09-07,Issued
415,270,Mouse Ahead,Monitor,2023-06-29,Issued
416,270,Mobile Music,Mobile,2022-12-24,Lost
417,271,Mac Shoulder,Laptop,2024-12-12,Returned
418,271,Access Card Much,Mobile,2022-10-23,Lost
419,271,Laptop Offer,Monitor,2025-05-20,Issued
420,272,Mobile Box,Mobile,2023-10-13,Lost
421,273,Monitor There,Mac,2023-04-29,Lost
422,273,Mobile Bar,Keyboard,2023-02-13,Issued
423,274,Monitor Final,Keyboard,2025-05-03,Returned
424,274,Access Card Support,Keyboard,2022-07-10,Issued
425,274,Laptop Exactly,Monitor,2025-04-05,Returned
426,275,Monitor Some,Mac,2024-06-11,Returned
427,275,Mobile Environmental,Mouse,2024-02-24,Lost
428,275,Access Card Two,Mobile,2024-12-12,Returned
429,276,Mobile Before,Laptop,2022-08-28,Lost
430,276,Keyboard Father,Monitor,2022-07-30,Lost
431,276,Access Card Center,Mobile,2023-04-21,Lost
432,277,Access Card Phone,Keyboard,2023-01-23,Issued
433,277,Monitor Value,Access Card,2025-01-19,Returned
434,277,Keyboard Agency,Access Card,2024-08-07,Lost
435,278,Access Card Month,Mac,2025-04-20,Returned
436,278,Mac Herself,Access Card,2024-01-07,Issued
437,279,Monitor Car,Mobile,2023-04-24,Issued
438,279,Monitor Per,Mac,2023-01-08,Lost
439,279,Access Card Man,Keyboard,2025-02-22,Lost
440,280,Monitor Beyond,Mouse,2025-03-09,Returned
441,280,Access Card Option,Mac,2024-01-12,Issued
442,281,Keyboard Purpose,Mouse,2024-05-21,Returned
443,282,Mac Interview,Mouse,2025-05-31,Lost
444,282,Mac Race,Mac,2022-12-20,Returned
445,283,Keyboard I,Laptop,2024-09-21,Lost
446,283,Mouse College,Mobile,2025-02-28,Issued
447,287,Laptop Anything,Laptop,2025-05-16,Lost
448,288,Laptop Property,Mouse,2023-01-07,Issued
449,288,Mouse Turn,Keyboard,2023-04-05,Lost
450,288,Keyboard Phone,Mac,2024-02-28,Returned
451,290,Mac North,Mobile,2023-01-10,Lost
452,290,Access Card Different,Mouse,2024-03-13,Lost
453,291,Mac These,Mouse,2023-01-09,Issued
454,291,Keyboard Take,Mouse,2023-11-25,Returned
455,291,Monitor International,Monitor,2023-10-17,Returned
456,293,Mouse Effect,Mouse,2023-07-18,Lost
457,293,Monitor Memory,Keyboard,2023-10-23,Returned
458,293,Mac Become,Mobile,2022-11-10,Issued
459,295,Mac Other,Mouse,2024-02-13,Issued
460,296,Mac Experience,Mac,2022-06-16,Returned
461,297,Keyboard Protect,Monitor,2025-04-16,Lost
462,298,Mouse Hotel,Monitor,2022-11-23,Lost
463,299,Keyboard Impact,Access Card,2023-03-19,Issued
464,299,Access Card Young,Mouse,2024-05-14,Issued
465,299,Keyboard Care,Laptop,2023-12-11,Issued
466,301,Mouse Prevent,Mac,2023-05-24,Issued
467,301,Mobile Congress,Keyboard,2023-09-24,Issued
468,302,Keyboard Painting,Mobile,2023-02-21,Issued
469,302,Mobile Major,Laptop,2022-11-13,Issued
470,302,Monitor Especially,Laptop,2023-05-31,Issued
471,303,Laptop Whom,Mac,2023-09-10,Returned
472,303,Mobile Administration,Mac,2024-12-31,Returned
473,304,Mouse When,Laptop,2023-07-30,Returned
474,306,Monitor Point,Monitor,2023-06-02,Issued
475,306,Mobile Author,Keyboard,2024-04-27,Issued
476,306,Mouse Possible,Mobile,2023-11-16,Issued
477,307,Mac Like,Mac,2022-07-26,Lost
478,307,Mobile Meet,Mac,2024-01-19,Issued
479,307,Mouse Learn,Mac,2022-10-08,Returned
480,308,Keyboard Act,Mouse,2023-10-07,Returned
481,309,Mouse Open,Monitor,2023-08-01,Lost
482,309,Mobile Need,Laptop,2024-09-01,Returned
483,310,Laptop Themselves,Laptop,2024-10-16,Lost
484,310,Access Card Not,Mac,2023-11-29,Lost
485,310,Mouse Forget,Mac,2023-01-10,Returned
486,311,Keyboard Relationship,Keyboard,2025-05-06,Lost
487,311,Mobile Draw,Mouse,2024-09-20,Lost
488,313,Laptop Time,Mobile,2025-01-04,Issued
489,313,Mac Plant,Keyboard,2024-09-10,Issued
490,313,Monitor Listen,Keyboard,2023-01-16,Lost
491,315,Keyboard Send,Mac,2023-11-24,Returned
492,315,Mac Maybe,Laptop,2025-01-15,Returned
493,316,Access Card Evidence,Access Card,2023-10-27,Issued
494,320,Mouse Environment,Keyboard,2023-05-24,Lost
495,321,Keyboard Serve,Access Card,2024-03-21,Issued
496,321,Keyboard Then,Monitor,2024-03-21,Lost
497,321,Mouse Need,Mac,2024-06-15,Lost
498,322,Keyboard Pressure,Keyboard,2024-06-09,Issued
499,322,Mouse View,Monitor,2025-02-21,Lost
500,325,Keyboard Field,Mouse,2024-03-25,Returned
501,325,Keyboard Year,Laptop,2022-12-28,Lost
502,326,Mouse State,Mobile,2023-10-03,Issued
503,327,Mouse Increase,Mouse,2023-06-20,Issued
504,328,Mobile Local,Monitor,2023-01-24,Lost
505,328,Mouse Tv,Monitor,2023-07-10,Lost
506,329,Mouse Much,Mac,2023-09-23,Issued
