benefit_id,empID,benefit_name,benefit_value
499,327,Stock Options,29 units
500,327,Transport Allowance,$463
501,329,Paid Vacation,$256
502,329,Transport Allowance,$406
503,330,Transport Allowance,$1107
504,330,Transport Allowance,$1212
505,332,Health Insurance,$1507
506,333,Health Insurance,$1637
507,336,Stock Options,72 units
508,336,Health Insurance,$242
509,336,Gym Membership,$1319
510,337,Stock Options,63 units
511,337,Gym Membership,$946
512,337,Stock Options,41 units
513,338,Transport Allowance,$1964
514,338,Health Insurance,$214
515,340,Gym Membership,$1186
516,340,Stock Options,43 units
517,340,Paid Vacation,$124
518,341,Health Insurance,$1616
519,342,Stock Options,56 units
520,343,Paid Vacation,$1918
521,343,Transport Allowance,$1175
522,343,Health Insurance,$1206
523,344,Transport Allowance,$922
524,344,Health Insurance,$457
525,344,Paid Vacation,$161
526,345,Paid Vacation,$1690
527,345,Gym Membership,$1103
528,345,Paid Vacation,$1398
529,346,Paid Vacation,$286
530,346,Gym Membership,$906
531,346,Gym Membership,$1698
532,347,Paid Vacation,$1911
533,349,Stock Options,61 units
534,349,Paid Vacation,$1062
535,350,Paid Vacation,$824
536,350,Stock Options,45 units
537,350,Stock Options,16 units
538,351,Gym Membership,$1754
539,351,Stock Options,93 units
540,352,Stock Options,69 units
541,352,Gym Membership,$1914
542,353,Gym Membership,$1034
543,353,Stock Options,79 units
544,353,Gym Membership,$1830
545,354,Stock Options,13 units
546,355,Paid Vacation,$1867
547,356,Gym Membership,$376
548,356,Gym Membership,$954
549,356,Paid Vacation,$1666
550,357,Transport Allowance,$1199
551,357,Gym Membership,$1622
552,358,Stock Options,13 units
553,358,Stock Options,32 units
554,359,Transport Allowance,$1000
555,359,Transport Allowance,$1395
556,360,Transport Allowance,$541
557,361,Gym Membership,$1358
558,361,Stock Options,28 units
559,361,Stock Options,93 units
560,362,Paid Vacation,$539
561,362,Transport Allowance,$832
562,362,Transport Allowance,$543
563,364,Transport Allowance,$502
564,365,Paid Vacation,$373
565,366,Stock Options,95 units
566,366,Health Insurance,$1938
567,367,Health Insurance,$1877
568,368,Paid Vacation,$1133
569,368,Transport Allowance,$699
570,369,Gym Membership,$819
571,370,Gym Membership,$1896
572,370,Gym Membership,$576
573,373,Health Insurance,$900
574,375,Transport Allowance,$692
575,375,Paid Vacation,$1183
576,376,Stock Options,4 units
577,377,Transport Allowance,$178
578,377,Paid Vacation,$964
579,377,Health Insurance,$168
580,378,Paid Vacation,$251
581,378,Stock Options,42 units
582,378,Health Insurance,$1515
583,380,Transport Allowance,$1219
584,381,Paid Vacation,$691
585,382,Paid Vacation,$1903
586,383,Paid Vacation,$797
587,383,Transport Allowance,$1611
588,384,Paid Vacation,$1388
589,384,Health Insurance,$369
590,384,Transport Allowance,$1364
591,385,Health Insurance,$181
592,386,Gym Membership,$555
593,386,Health Insurance,$1435
594,386,Stock Options,46 units
595,387,Paid Vacation,$211
596,387,Gym Membership,$707
597,388,Paid Vacation,$1656
598,388,Gym Membership,$1131
599,389,Transport Allowance,$1073
600,389,Stock Options,86 units
601,389,Transport Allowance,$1859
602,391,Paid Vacation,$450
603,391,Gym Membership,$1907
604,391,Stock Options,20 units
605,392,Gym Membership,$384
606,393,Stock Options,41 units
607,393,Stock Options,69 units
608,395,Gym Membership,$1218
609,395,Gym Membership,$1296
610,396,Paid Vacation,$1136
611,396,Stock Options,68 units
612,397,Gym Membership,$1980
613,397,Transport Allowance,$676
614,397,Stock Options,6 units
615,398,Transport Allowance,$1844
616,398,Paid Vacation,$1603
617,398,Gym Membership,$465
618,399,Gym Membership,$1030
619,399,Gym Membership,$1571
620,399,Gym Membership,$647
621,401,Gym Membership,$753
622,401,Stock Options,27 units
623,403,Stock Options,81 units
624,404,Paid Vacation,$182
625,404,Paid Vacation,$668
626,404,Gym Membership,$376
627,406,Gym Membership,$1264
628,411,Stock Options,18 units
629,411,Health Insurance,$1256
630,412,Health Insurance,$316
631,412,Stock Options,41 units
632,413,Gym Membership,$633
633,413,Gym Membership,$171
634,413,Transport Allowance,$1089
635,414,Health Insurance,$885
636,414,Paid Vacation,$1624
637,415,Stock Options,47 units
638,415,Gym Membership,$687
639,415,Paid Vacation,$1670
640,416,Transport Allowance,$1433
641,416,Stock Options,43 units
642,417,Health Insurance,$340
643,420,Transport Allowance,$611
644,420,Transport Allowance,$1302
645,422,Transport Allowance,$1249
646,423,Health Insurance,$1785
647,423,Paid Vacation,$732
648,424,Health Insurance,$1942
649,425,Transport Allowance,$309
650,426,Transport Allowance,$1667
651,426,Transport Allowance,$1661
652,427,Gym Membership,$248
653,427,Stock Options,34 units
654,428,Paid Vacation,$1936
655,428,Health Insurance,$541
656,429,Transport Allowance,$860
657,429,Transport Allowance,$686
658,430,Paid Vacation,$702
659,430,Health Insurance,$407
660,430,Paid Vacation,$1576
661,431,Gym Membership,$597
662,432,Gym Membership,$1731
663,432,Transport Allowance,$1801
664,432,Health Insurance,$1130
665,435,Paid Vacation,$1291
666,435,Health Insurance,$1014
667,435,Stock Options,72 units
668,436,Transport Allowance,$980
669,436,Transport Allowance,$1780
670,438,Paid Vacation,$544
671,440,Gym Membership,$354
672,440,Paid Vacation,$1074
673,440,Gym Membership,$1689
674,441,Health Insurance,$1969
675,441,Health Insurance,$1857
676,442,Gym Membership,$294
677,444,Transport Allowance,$550
678,444,Stock Options,27 units
679,446,Gym Membership,$468
680,446,Paid Vacation,$112
681,446,Gym Membership,$132
682,447,Transport Allowance,$1307
683,447,Gym Membership,$635
684,450,Stock Options,10 units
685,450,Health Insurance,$203
686,450,Transport Allowance,$1689
687,451,Transport Allowance,$1070
688,452,Health Insurance,$1366
689,452,Stock Options,76 units
690,452,Transport Allowance,$1166
691,453,Gym Membership,$354
692,453,Transport Allowance,$1201
693,454,Gym Membership,$225
694,454,Health Insurance,$976
695,455,Health Insurance,$177
696,455,Transport Allowance,$1628
697,456,Gym Membership,$1136
698,457,Gym Membership,$830
699,457,Gym Membership,$1679
700,458,Stock Options,16 units
701,459,Paid Vacation,$1342
702,459,Gym Membership,$553
703,459,Transport Allowance,$672
704,460,Paid Vacation,$140
705,460,Transport Allowance,$246
706,460,Paid Vacation,$1438
707,461,Paid Vacation,$1749
708,462,Stock Options,25 units
709,463,Health Insurance,$1537
710,463,Transport Allowance,$631
711,465,Gym Membership,$460
712,467,Paid Vacation,$1376
713,468,Paid Vacation,$506
714,468,Transport Allowance,$1399
715,468,Gym Membership,$877
716,471,Health Insurance,$559
717,471,Transport Allowance,$455
718,471,Paid Vacation,$1658
719,472,Transport Allowance,$156
720,473,Transport Allowance,$1224
721,474,Health Insurance,$1893
722,475,Stock Options,76 units
723,475,Transport Allowance,$1902
724,477,Health Insurance,$1694
725,477,Transport Allowance,$967
726,477,Health Insurance,$563
727,478,Gym Membership,$1623
728,479,Paid Vacation,$1730
729,480,Paid Vacation,$700
730,480,Gym Membership,$581
731,481,Transport Allowance,$1404
732,481,Paid Vacation,$342
733,481,Transport Allowance,$236
734,482,Transport Allowance,$864
735,483,Health Insurance,$1387
736,483,Transport Allowance,$1891
737,484,Gym Membership,$555
738,485,Gym Membership,$1505
739,485,Transport Allowance,$572
740,486,Transport Allowance,$997
741,488,Stock Options,65 units
742,488,Transport Allowance,$1915
743,490,Paid Vacation,$245
744,490,Health Insurance,$1065
745,491,Gym Membership,$1754
746,491,Health Insurance,$1098
747,491,Gym Membership,$1343
748,492,Stock Options,21 units
749,492,Health Insurance,$1416
750,492,Stock Options,63 units
751,493,Paid Vacation,$356
752,494,Paid Vacation,$217
753,494,Transport Allowance,$862
754,494,Transport Allowance,$1059
755,495,Health Insurance,$1678
756,496,Paid Vacation,$629
757,496,Paid Vacation,$369
758,498,Transport Allowance,$1183
759,498,Paid Vacation,$1101
760,499,Health Insurance,$412
761,500,Paid Vacation,$574
762,500,Paid Vacation,$739
763,502,Health Insurance,$757
764,504,Health Insurance,$1917
765,505,Paid Vacation,$1203
766,505,Transport Allowance,$477
767,506,Paid Vacation,$407
768,507,Paid Vacation,$1321
769,509,Stock Options,74 units
770,509,Transport Allowance,$1407
771,509,Health Insurance,$981
772,510,Gym Membership,$1894
773,511,Transport Allowance,$741
774,511,Health Insurance,$1429
775,511,Gym Membership,$1741
776,512,Gym Membership,$1794
777,513,Transport Allowance,$1625
778,513,Transport Allowance,$394
779,515,Gym Membership,$1648
780,515,Paid Vacation,$1280
781,516,Transport Allowance,$388
782,517,Paid Vacation,$1189
783,517,Health Insurance,$1292
784,518,Transport Allowance,$1007
785,518,Health Insurance,$483
786,519,Paid Vacation,$523
787,519,Health Insurance,$725
788,521,Paid Vacation,$1092
789,521,Stock Options,38 units
790,524,Transport Allowance,$1029
791,524,Gym Membership,$167
792,524,Gym Membership,$616
793,525,Stock Options,22 units
794,527,Transport Allowance,$204
795,527,Transport Allowance,$1315
796,527,Health Insurance,$1690
797,528,Transport Allowance,$507
798,528,Transport Allowance,$1428
799,528,Transport Allowance,$685
800,529,Paid Vacation,$711
801,529,Paid Vacation,$711
802,530,Stock Options,79 units
803,533,Transport Allowance,$1253
804,533,Stock Options,97 units
805,534,Health Insurance,$1280
806,537,Gym Membership,$702
807,537,Gym Membership,$1990
808,537,Transport Allowance,$1063
809,538,Stock Options,60 units
810,539,Gym Membership,$512
811,539,Stock Options,29 units
812,539,Paid Vacation,$940
813,543,Transport Allowance,$330
814,544,Health Insurance,$1367
815,544,Transport Allowance,$1334
816,544,Paid Vacation,$1148
817,545,Health Insurance,$1754
818,546,Gym Membership,$1453
819,546,Transport Allowance,$1425
820,551,Gym Membership,$1222
821,552,Transport Allowance,$787
822,554,Paid Vacation,$386
823,554,Gym Membership,$1588
824,554,Paid Vacation,$1643
825,555,Stock Options,32 units
826,555,Gym Membership,$923
827,555,Transport Allowance,$1873
828,556,Paid Vacation,$105
829,557,Paid Vacation,$886
830,559,Transport Allowance,$1625
831,559,Health Insurance,$427
832,559,Health Insurance,$876
833,560,Stock Options,87 units
834,560,Health Insurance,$1348
835,560,Gym Membership,$1776
836,561,Transport Allowance,$1580
837,561,Paid Vacation,$726
838,561,Health Insurance,$1240
839,562,Paid Vacation,$331
840,562,Transport Allowance,$1203
841,563,Stock Options,95 units
842,563,Health Insurance,$149
843,566,Health Insurance,$176
844,566,Gym Membership,$961
845,566,Paid Vacation,$926
846,569,Paid Vacation,$1987
847,569,Transport Allowance,$597
848,569,Gym Membership,$1499
849,570,Gym Membership,$196
850,570,Transport Allowance,$407
851,570,Stock Options,55 units
852,571,Paid Vacation,$256
853,571,Transport Allowance,$730
854,571,Paid Vacation,$773
855,573,Health Insurance,$848
856,573,Paid Vacation,$807
857,573,Transport Allowance,$1358
858,574,Health Insurance,$1870
859,575,Gym Membership,$1916
860,576,Transport Allowance,$1081
861,577,Transport Allowance,$639
862,578,Health Insurance,$1493
863,578,Transport Allowance,$120
864,578,Stock Options,61 units
865,579,Transport Allowance,$546
866,579,Stock Options,46 units
867,580,Stock Options,29 units
868,580,Stock Options,68 units
869,580,Gym Membership,$282
870,583,Paid Vacation,$401
871,584,Health Insurance,$536
872,584,Stock Options,8 units
873,585,Stock Options,84 units
874,585,Gym Membership,$1702
875,586,Gym Membership,$1411
876,587,Health Insurance,$1383
877,587,Health Insurance,$1328
878,588,Health Insurance,$726
879,588,Paid Vacation,$495
880,588,Stock Options,77 units
881,589,Health Insurance,$700
882,589,Transport Allowance,$1546
883,590,Paid Vacation,$1343
884,592,Health Insurance,$744
885,592,Paid Vacation,$1959
886,592,Gym Membership,$1882
887,593,Stock Options,44 units
888,594,Health Insurance,$637
889,594,Paid Vacation,$1769
890,594,Health Insurance,$1258
891,595,Health Insurance,$653
892,595,Stock Options,32 units
893,595,Gym Membership,$235
894,596,Transport Allowance,$1258
895,596,Stock Options,38 units
896,598,Gym Membership,$1508
897,598,Gym Membership,$661
898,598,Paid Vacation,$294
899,600,Transport Allowance,$244
900,601,Transport Allowance,$1032
901,601,Transport Allowance,$1400
902,601,Health Insurance,$1992
903,602,Gym Membership,$1369
904,602,Stock Options,36 units
905,603,Health Insurance,$245
906,603,Gym Membership,$100
907,603,Health Insurance,$992
908,604,Health Insurance,$653
909,606,Gym Membership,$1136
910,606,Transport Allowance,$1644
911,607,Paid Vacation,$1001
912,607,Paid Vacation,$683
913,607,Stock Options,10 units
914,609,Gym Membership,$1787
915,609,Paid Vacation,$1284
916,609,Transport Allowance,$490
917,611,Transport Allowance,$1731
918,612,Transport Allowance,$700
919,612,Paid Vacation,$1797
920,612,Paid Vacation,$320
921,614,Transport Allowance,$1120
922,614,Transport Allowance,$973
923,614,Health Insurance,$1940
924,615,Transport Allowance,$971
925,615,Paid Vacation,$929
926,616,Transport Allowance,$514
927,617,Stock Options,93 units
928,617,Gym Membership,$204
929,617,Gym Membership,$1601
930,618,Stock Options,74 units
931,619,Gym Membership,$701
932,619,Paid Vacation,$941
933,620,Health Insurance,$1189
934,620,Gym Membership,$1076
935,620,Stock Options,93 units
936,621,Stock Options,35 units
937,621,Transport Allowance,$827
