bonus_id,empID,hours_overtime,bonus_amount,bonus_date
253,167,1,1000,2024-12-28
254,168,8,8000,2024-10-21
255,168,3,3000,2024-09-17
256,169,6,6000,2025-04-05
257,169,4,4000,2024-12-15
258,169,4,4000,2024-10-31
259,170,1,1000,2025-02-08
260,170,2,2000,2025-05-12
261,170,3,3000,2024-12-08
262,171,4,4000,2024-10-03
263,171,4,4000,2025-02-16
264,172,10,10000,2025-03-22
265,173,8,8000,2024-11-28
266,174,3,3000,2024-06-08
267,175,5,5000,2024-11-20
268,175,5,5000,2024-06-24
269,176,6,6000,2024-10-23
270,177,10,10000,2025-01-02
271,177,9,9000,2025-02-02
272,178,2,2000,2024-07-31
273,179,7,7000,2025-03-05
274,179,2,2000,2025-05-25
275,180,5,5000,2025-04-28
276,180,7,7000,2025-01-22
277,182,2,2000,2024-09-14
278,184,3,3000,2025-02-16
279,184,4,4000,2025-03-27
280,184,7,7000,2025-01-09
281,185,3,3000,2025-01-12
282,187,10,10000,2024-06-13
283,188,1,1000,2024-07-16
284,189,2,2000,2024-10-10
285,189,3,3000,2025-05-06
286,190,6,6000,2024-08-16
287,190,4,4000,2024-10-22
288,191,7,7000,2024-08-23
289,191,10,10000,2025-02-24
290,192,6,6000,2024-10-16
291,193,7,7000,2024-07-29
292,193,2,2000,2025-03-09
293,195,9,9000,2025-02-14
294,196,10,10000,2025-03-19
295,196,6,6000,2025-01-09
296,196,4,4000,2024-12-19
297,197,1,1000,2024-10-05
298,199,2,2000,2024-07-20
299,200,10,10000,2025-03-08
300,203,10,10000,2024-09-14
301,204,3,3000,2025-02-13
302,204,5,5000,2024-12-07
303,205,4,4000,2024-06-11
304,206,5,5000,2024-07-28
305,206,10,10000,2025-04-14
306,208,2,2000,2025-05-17
307,212,7,7000,2025-04-21
308,213,1,1000,2024-07-16
309,213,7,7000,2024-06-04
310,213,2,2000,2024-06-19
311,215,1,1000,2024-07-01
312,216,4,4000,2025-02-06
313,216,2,2000,2024-12-02
314,217,8,8000,2024-12-07
315,217,2,2000,2024-05-25
316,217,4,4000,2024-12-05
317,218,4,4000,2024-09-23
318,218,7,7000,2025-02-08
319,218,8,8000,2025-02-14
320,219,1,1000,2024-11-15
321,219,8,8000,2024-11-30
322,219,1,1000,2024-08-08
323,220,3,3000,2024-08-07
324,220,1,1000,2025-02-15
325,221,9,9000,2024-05-28
326,221,5,5000,2024-10-15
327,222,4,4000,2024-07-16
328,222,4,4000,2024-06-18
329,222,8,8000,2024-06-01
330,224,5,5000,2025-03-17
331,226,6,6000,2025-03-13
332,227,3,3000,2024-05-25
333,228,5,5000,2025-05-23
334,228,6,6000,2024-10-12
335,228,7,7000,2025-05-23
336,229,1,1000,2024-12-04
337,229,5,5000,2024-10-08
338,229,7,7000,2024-12-25
339,230,3,3000,2025-05-13
340,231,10,10000,2025-02-03
341,231,2,2000,2024-09-01
342,231,7,7000,2025-04-23
343,233,3,3000,2025-01-11
344,233,9,9000,2025-02-04
345,233,3,3000,2024-11-18
346,234,9,9000,2025-01-20
347,234,10,10000,2025-04-20
348,235,8,8000,2024-10-03
349,235,6,6000,2024-10-26
350,235,10,10000,2024-08-23
351,239,3,3000,2025-04-02
352,240,4,4000,2025-03-14
353,240,6,6000,2024-07-29
354,241,9,9000,2024-07-11
355,241,2,2000,2024-11-15
356,244,2,2000,2024-07-31
357,245,6,6000,2024-06-12
358,246,1,1000,2025-05-24
359,246,1,1000,2025-04-02
360,247,8,8000,2024-11-18
361,247,1,1000,2024-08-06
362,247,9,9000,2024-07-09
363,248,10,10000,2024-08-19
364,249,4,4000,2024-07-22
365,250,3,3000,2025-05-18
366,252,3,3000,2024-10-08
367,252,1,1000,2024-07-23
368,252,9,9000,2025-03-21
369,253,9,9000,2025-05-16
370,253,1,1000,2025-02-18
371,254,2,2000,2025-01-29
372,254,1,1000,2025-02-22
373,254,2,2000,2024-08-14
374,255,5,5000,2025-01-23
375,255,3,3000,2025-05-03
376,255,3,3000,2024-07-14
377,257,1,1000,2024-10-21
378,257,5,5000,2024-07-24
379,258,1,1000,2024-07-09
380,259,3,3000,2025-04-17
381,259,3,3000,2025-02-27
382,260,7,7000,2024-10-04
383,261,6,6000,2025-04-19
384,262,5,5000,2024-12-05
385,262,7,7000,2024-08-18
386,263,4,4000,2025-02-11
387,263,6,6000,2024-10-01
388,264,4,4000,2024-10-19
389,264,3,3000,2025-03-21
390,264,3,3000,2025-04-16
391,265,9,9000,2025-03-26
392,266,2,2000,2025-05-14
393,266,5,5000,2025-04-29
394,266,5,5000,2024-09-25
395,267,10,10000,2025-05-23
396,267,3,3000,2024-12-05
397,268,6,6000,2024-09-19
398,270,10,10000,2024-06-18
399,270,2,2000,2024-07-26
400,271,7,7000,2025-03-21
401,271,8,8000,2025-02-18
402,271,7,7000,2025-03-09
403,275,4,4000,2024-05-27
404,276,8,8000,2024-07-21
405,276,9,9000,2025-05-20
406,276,7,7000,2025-02-17
407,277,3,3000,2024-11-10
408,278,2,2000,2024-07-22
409,279,6,6000,2025-02-06
410,279,5,5000,2024-08-02
411,279,6,6000,2024-10-28
412,280,9,9000,2024-07-17
413,280,1,1000,2025-03-06
414,280,10,10000,2025-01-11
415,281,8,8000,2025-05-14
416,281,4,4000,2025-04-08
417,281,9,9000,2024-05-25
418,284,4,4000,2024-07-21
419,285,2,2000,2024-07-14
420,285,10,10000,2025-05-02
421,288,1,1000,2025-01-22
422,288,6,6000,2025-02-22
423,289,10,10000,2024-06-13
424,290,5,5000,2024-05-30
425,291,3,3000,2025-04-11
426,291,1,1000,2025-03-29
427,292,8,8000,2025-02-14
428,292,4,4000,2024-06-28
429,293,7,7000,2025-05-02
430,293,10,10000,2024-07-21
431,295,4,4000,2024-08-22
432,296,5,5000,2024-06-17
433,297,4,4000,2025-01-26
434,297,9,9000,2024-08-24
435,298,10,10000,2024-06-22
436,299,4,4000,2024-11-02
437,299,5,5000,2024-07-15
438,299,8,8000,2025-01-21
439,301,4,4000,2024-10-02
440,301,8,8000,2024-07-17
441,302,1,1000,2025-02-03
442,302,3,3000,2025-03-04
443,303,8,8000,2025-02-06
444,303,9,9000,2024-06-05
445,303,2,2000,2024-12-05
446,304,3,3000,2025-02-02
447,304,7,7000,2024-12-07
448,304,2,2000,2024-09-08
449,305,5,5000,2024-12-25
450,305,7,7000,2024-08-11
451,306,8,8000,2024-06-02
452,308,9,9000,2024-10-04
453,309,4,4000,2024-07-23
454,310,4,4000,2024-10-23
455,310,2,2000,2024-10-23
456,311,6,6000,2024-10-05
457,311,8,8000,2024-09-10
458,311,4,4000,2025-03-09
459,312,8,8000,2024-12-13
460,314,5,5000,2025-02-10
461,314,9,9000,2024-12-11
462,314,5,5000,2025-02-07
463,315,9,9000,2024-06-23
464,316,5,5000,2024-10-12
465,316,1,1000,2024-08-12
466,316,8,8000,2024-07-20
467,317,9,9000,2024-08-27
468,317,2,2000,2024-09-01
469,317,6,6000,2024-09-26
470,318,1,1000,2025-03-26
471,318,5,5000,2024-12-16
472,319,1,1000,2025-05-17
473,319,8,8000,2024-08-23
474,319,6,6000,2024-11-18
475,322,2,2000,2025-03-13
476,323,1,1000,2025-02-02
477,323,5,5000,2024-07-08
478,323,2,2000,2024-06-09
479,324,4,4000,2025-05-18
480,324,7,7000,2025-03-27
481,325,2,2000,2025-01-18
482,326,1,1000,2024-07-02
483,326,3,3000,2025-05-02
484,326,4,4000,2025-03-22
485,329,4,4000,2025-02-09
486,329,7,7000,2024-11-24
487,330,2,2000,2024-11-28
488,330,6,6000,2025-04-15
489,330,1,1000,2024-09-12
490,332,8,8000,2025-01-15
491,332,4,4000,2024-10-22
492,333,8,8000,2024-07-08
493,333,1,1000,2024-07-07
494,333,6,6000,2025-05-10
495,334,9,9000,2024-08-05
496,334,10,10000,2025-05-15
497,335,5,5000,2025-02-08
498,335,5,5000,2025-01-22
499,336,2,2000,2024-11-20
500,337,4,4000,2025-05-16
501,338,9,9000,2024-12-19
502,338,3,3000,2025-03-08
503,338,3,3000,2024-09-14
504,340,3,3000,2025-02-15
505,340,7,7000,2024-09-27
506,341,4,4000,2025-03-14
507,341,9,9000,2024-11-19
508,341,3,3000,2025-02-20
509,342,9,9000,2024-12-27
510,342,10,10000,2025-04-18
511,342,8,8000,2025-01-18
512,343,7,7000,2024-11-16
513,343,1,1000,2025-03-10
514,345,2,2000,2024-11-19
515,347,6,6000,2025-05-24
516,347,6,6000,2024-09-29
517,347,4,4000,2024-09-10
518,349,7,7000,2024-07-15
519,351,9,9000,2025-05-23
520,351,2,2000,2025-02-26
521,351,6,6000,2024-08-13
522,352,3,3000,2025-05-05
523,352,9,9000,2025-03-27
524,352,2,2000,2024-05-31
525,353,4,4000,2024-06-26
526,354,1,1000,2024-07-31
527,355,6,6000,2025-03-13
528,356,1,1000,2024-11-18
529,356,4,4000,2025-02-17
530,357,3,3000,2024-07-03
531,358,8,8000,2025-03-02
532,359,3,3000,2024-06-08
533,360,1,1000,2024-10-16
534,360,4,4000,2024-12-30
535,361,7,7000,2024-10-21
536,361,7,7000,2024-12-02
537,361,4,4000,2025-01-14
538,362,9,9000,2024-06-30
539,362,10,10000,2024-07-24
540,364,8,8000,2024-11-30
541,364,3,3000,2024-08-07
542,364,7,7000,2025-03-02
543,366,8,8000,2025-04-27
544,366,7,7000,2025-02-18
545,367,8,8000,2024-10-18
546,367,6,6000,2024-06-02
547,367,10,10000,2024-06-08
548,368,10,10000,2025-01-22
549,368,1,1000,2024-12-15
550,369,4,4000,2024-08-09
551,371,4,4000,2024-09-27
552,373,4,4000,2024-05-31
553,373,7,7000,2025-02-27
554,373,4,4000,2024-12-03
555,374,1,1000,2025-02-13
556,374,6,6000,2024-06-19
557,374,6,6000,2024-09-15
558,375,7,7000,2024-11-15
559,376,9,9000,2025-05-22
560,377,3,3000,2024-08-13
561,377,8,8000,2025-02-11
562,377,3,3000,2024-11-05
563,378,9,9000,2024-11-19
564,378,2,2000,2025-03-25
565,381,7,7000,2024-08-07
566,382,7,7000,2025-01-31
567,383,10,10000,2024-07-25
568,383,3,3000,2024-12-10
569,384,9,9000,2024-09-01
570,384,10,10000,2025-01-25
571,384,9,9000,2024-09-30
572,385,5,5000,2024-08-29
573,386,5,5000,2024-07-24
574,386,10,10000,2025-03-23
575,386,3,3000,2025-01-13
576,387,8,8000,2024-07-15
577,387,5,5000,2025-03-16
578,387,7,7000,2024-12-24
579,388,7,7000,2024-10-08
580,388,6,6000,2025-04-24
581,388,6,6000,2024-12-12
582,389,3,3000,2025-02-16
583,389,5,5000,2024-06-01
584,389,9,9000,2024-12-18
585,390,10,10000,2024-11-26
586,391,4,4000,2024-09-04
587,391,8,8000,2024-11-13
588,392,8,8000,2024-06-28
589,393,2,2000,2024-10-02
590,393,10,10000,2025-03-10
591,394,7,7000,2024-11-16
592,394,5,5000,2025-05-13
593,394,3,3000,2025-04-04
594,395,6,6000,2025-01-13
595,395,10,10000,2025-04-20
596,397,4,4000,2024-12-03
597,397,3,3000,2025-03-11
598,397,8,8000,2024-09-17
599,398,6,6000,2024-07-22
600,399,5,5000,2024-08-09
601,400,2,2000,2024-11-20
602,400,5,5000,2025-01-02
603,400,6,6000,2025-01-04
604,402,6,6000,2024-10-01
605,402,7,7000,2024-12-29
606,402,6,6000,2024-10-08
607,403,10,10000,2025-04-13
608,404,2,2000,2024-07-23
609,404,10,10000,2025-04-12
610,405,10,10000,2024-10-03
611,405,5,5000,2024-06-28
612,406,1,1000,2025-04-18
613,406,10,10000,2024-07-09
614,406,2,2000,2024-11-28
615,407,10,10000,2024-06-05
616,408,7,7000,2024-12-01
617,408,3,3000,2024-12-03
618,409,2,2000,2025-02-09
619,410,1,1000,2025-03-16
620,413,6,6000,2024-06-08
621,413,10,10000,2024-10-08
622,413,3,3000,2024-05-27
623,414,2,2000,2025-02-05
624,414,5,5000,2024-08-27
625,414,5,5000,2024-12-31
626,415,6,6000,2024-09-22
627,415,1,1000,2024-07-11
628,415,8,8000,2025-05-01
629,416,2,2000,2024-12-11
630,419,2,2000,2024-06-15
631,419,9,9000,2025-04-07
632,419,5,5000,2024-08-31
633,420,5,5000,2025-02-28
634,420,7,7000,2024-12-01
635,420,3,3000,2025-03-07
636,421,9,9000,2025-04-17
637,422,9,9000,2024-07-18
638,422,10,10000,2024-09-16
639,422,7,7000,2024-10-19
640,425,10,10000,2025-01-26
641,425,6,6000,2024-08-29
642,425,7,7000,2024-11-14
643,426,7,7000,2025-02-13
644,427,9,9000,2024-06-12
645,427,4,4000,2025-05-13
646,427,1,1000,2025-03-07
647,428,8,8000,2025-05-09
648,428,10,10000,2024-07-10
649,429,6,6000,2024-09-21
650,430,2,2000,2025-04-10
651,434,10,10000,2025-01-11
652,435,8,8000,2025-05-14
653,436,3,3000,2025-01-08
654,437,9,9000,2024-11-07
655,437,2,2000,2024-10-09
656,437,10,10000,2025-01-07
657,438,7,7000,2024-10-15
658,439,6,6000,2024-08-03
659,439,10,10000,2024-12-07
660,439,9,9000,2025-04-21
661,440,2,2000,2025-02-15
662,440,7,7000,2024-06-25
663,440,4,4000,2025-04-27
664,442,9,9000,2024-06-11
665,443,10,10000,2024-06-23
666,443,9,9000,2024-06-20
667,444,4,4000,2024-07-06
668,444,2,2000,2024-07-19
669,445,8,8000,2024-12-29
670,446,10,10000,2024-07-20
671,446,8,8000,2024-09-06
672,446,10,10000,2025-02-13
673,449,10,10000,2025-04-06
674,450,1,1000,2025-03-27
675,451,6,6000,2024-05-30
676,451,8,8000,2024-11-23
677,452,2,2000,2025-01-25
678,453,7,7000,2025-03-27
679,454,1,1000,2024-08-15
680,454,6,6000,2025-05-21
681,454,1,1000,2024-07-11
682,458,7,7000,2024-12-30
683,458,10,10000,2024-09-26
684,458,9,9000,2024-06-02
685,459,1,1000,2025-01-04
686,459,6,6000,2025-01-30
687,459,5,5000,2024-09-15
688,464,2,2000,2025-04-04
689,465,10,10000,2024-11-03
690,466,2,2000,2024-09-28
691,467,3,3000,2024-05-25
692,467,4,4000,2024-06-13
693,467,3,3000,2025-01-31
694,468,8,8000,2025-03-08
695,472,4,4000,2024-12-01
696,473,10,10000,2024-09-24
697,474,1,1000,2024-12-21
698,475,10,10000,2025-05-07
699,475,1,1000,2024-11-01
700,476,5,5000,2025-02-10
701,476,1,1000,2025-03-01
702,478,10,10000,2024-06-17
703,479,4,4000,2024-09-03
704,481,10,10000,2024-12-25
705,481,4,4000,2024-08-07
706,481,1,1000,2025-01-20
707,482,9,9000,2024-11-21
708,482,8,8000,2024-06-15
709,482,4,4000,2024-11-16
710,483,10,10000,2025-01-29
711,484,1,1000,2024-11-02
712,484,6,6000,2024-09-02
713,484,3,3000,2025-05-02
714,485,9,9000,2024-06-09
715,485,5,5000,2025-02-08
716,487,6,6000,2025-05-02
717,487,4,4000,2025-03-08
718,488,7,7000,2025-01-10
719,488,3,3000,2025-01-23
720,488,5,5000,2025-03-07
721,489,9,9000,2024-12-31
722,489,6,6000,2024-12-01
723,489,7,7000,2025-04-02
724,491,1,1000,2025-03-05
725,491,2,2000,2025-05-20
726,491,9,9000,2024-07-24
727,493,6,6000,2025-02-15
728,493,7,7000,2025-05-22
729,493,5,5000,2025-02-20
730,494,6,6000,2024-06-23
731,494,2,2000,2024-08-02
732,495,9,9000,2025-03-21
733,496,10,10000,2024-08-06
734,497,4,4000,2024-07-12
735,497,7,7000,2024-07-17
736,497,1,1000,2024-05-26
737,498,7,7000,2024-11-14
738,498,2,2000,2025-03-07
739,498,4,4000,2024-08-30
740,501,6,6000,2024-05-31
741,501,2,2000,2025-04-24
742,501,2,2000,2024-11-01
743,502,10,10000,2024-06-01
744,503,7,7000,2024-06-20
745,504,2,2000,2024-11-25
746,504,3,3000,2024-06-30
747,505,1,1000,2024-09-22
748,506,7,7000,2025-03-17
749,507,10,10000,2024-06-26
750,507,10,10000,2024-08-15
751,507,2,2000,2025-04-10
752,508,7,7000,2024-09-24
753,509,3,3000,2025-03-08
754,509,8,8000,2024-12-01
755,509,5,5000,2024-12-23
756,510,7,7000,2025-03-23
757,511,7,7000,2024-05-28
758,511,7,7000,2025-05-03
759,511,2,2000,2024-05-26
760,512,4,4000,2024-07-12
761,512,10,10000,2025-03-24
762,512,1,1000,2024-09-13
763,513,8,8000,2024-08-02
764,513,1,1000,2024-06-21
765,513,8,8000,2025-03-18
766,514,2,2000,2024-08-04
767,514,5,5000,2025-05-14
768,515,5,5000,2025-05-17
769,516,4,4000,2025-04-25
770,516,2,2000,2024-09-26
771,516,9,9000,2024-09-30
772,517,5,5000,2025-03-04
773,517,9,9000,2025-04-16
774,519,3,3000,2024-08-16
775,519,3,3000,2025-03-15
776,520,3,3000,2025-05-01
777,520,8,8000,2024-07-09
778,521,4,4000,2025-01-08
779,521,9,9000,2024-12-25
780,521,5,5000,2025-01-29
781,522,5,5000,2024-10-18
782,522,10,10000,2024-12-27
783,522,5,5000,2025-04-12
784,523,2,2000,2025-04-04
785,523,7,7000,2025-02-24
786,524,1,1000,2024-11-05
787,527,6,6000,2024-11-19
788,527,1,1000,2024-12-17
789,527,5,5000,2025-01-30
790,528,6,6000,2024-06-20
791,528,3,3000,2025-03-25
792,529,9,9000,2025-04-08
793,529,10,10000,2025-01-19
794,529,6,6000,2024-09-16
795,530,10,10000,2025-05-12
796,530,9,9000,2024-11-06
797,530,3,3000,2024-11-22
798,531,2,2000,2024-07-13
799,531,1,1000,2024-06-10
800,531,2,2000,2024-06-14
801,532,7,7000,2024-07-30
802,532,6,6000,2024-12-30
803,532,1,1000,2024-11-21
804,533,10,10000,2025-05-15
805,534,9,9000,2025-01-10
806,535,7,7000,2025-03-15
807,535,9,9000,2025-03-08
808,535,4,4000,2024-12-12
809,537,9,9000,2024-06-20
810,538,9,9000,2024-10-30
811,540,7,7000,2024-09-27
812,540,3,3000,2025-04-23
813,541,10,10000,2024-12-08
814,541,10,10000,2024-09-03
815,541,5,5000,2024-08-21
816,542,3,3000,2024-08-09
817,543,9,9000,2025-03-02
818,543,8,8000,2024-10-18
819,545,7,7000,2025-01-29
820,545,7,7000,2025-01-11
821,545,6,6000,2024-07-29
822,546,6,6000,2024-07-23
823,546,2,2000,2024-07-01
824,547,3,3000,2024-11-30
825,547,5,5000,2025-04-25
826,549,3,3000,2024-11-22
827,549,10,10000,2025-05-24
828,549,2,2000,2025-03-26
829,550,3,3000,2024-08-06
830,552,8,8000,2025-01-16
831,552,8,8000,2024-05-26
832,552,8,8000,2024-12-18
833,553,8,8000,2024-09-22
834,554,6,6000,2024-09-16
835,555,4,4000,2025-01-15
836,556,8,8000,2024-05-25
837,556,6,6000,2024-09-13
838,556,9,9000,2024-08-25
839,557,10,10000,2025-03-07
840,558,4,4000,2025-03-05
841,558,4,4000,2025-02-18
842,559,2,2000,2024-07-01
843,560,1,1000,2025-03-08
844,560,9,9000,2025-03-25
845,560,7,7000,2024-12-18
846,561,7,7000,2024-11-05
847,561,3,3000,2024-07-25
848,562,4,4000,2025-02-04
849,563,8,8000,2025-01-10
850,563,3,3000,2024-08-13
851,564,8,8000,2024-07-11
852,564,1,1000,2025-04-24
853,565,10,10000,2024-09-28
854,565,1,1000,2024-09-05
855,566,8,8000,2024-08-05
856,566,10,10000,2024-06-27
857,567,6,6000,2024-11-30
858,567,3,3000,2024-10-30
859,568,9,9000,2024-07-27
860,568,5,5000,2024-06-21
861,568,4,4000,2025-03-02
862,569,8,8000,2024-12-29
863,569,4,4000,2024-08-14
864,570,7,7000,2025-01-04
865,570,3,3000,2025-01-25
866,570,7,7000,2025-01-26
867,571,3,3000,2024-11-18
868,571,8,8000,2025-02-18
869,572,1,1000,2025-02-05
870,572,3,3000,2024-11-25
871,572,4,4000,2024-09-08
