asset_id,empID,asset_name,asset_type,purchase_date,status
40,25,Keyboard Condition,Access Card,2023-10-12,Issued
41,26,Keyboard Manager,Mac,2023-03-09,Returned
42,26,Mobile Education,Mouse,2025-05-09,Returned
43,26,Access Card Degree,Mouse,2024-08-04,Lost
44,28,Access Card Fast,Monitor,2022-11-12,Issued
45,28,Mac Account,Mac,2022-10-13,Returned
46,28,Keyboard Who,Mobile,2022-08-12,Issued
47,29,Mobile Represent,Laptop,2024-12-30,Lost
48,29,Monitor This,Mouse,2023-04-01,Returned
49,29,Keyboard Physical,Mouse,2022-07-01,Returned
50,31,Monitor Here,Keyboard,2024-04-16,Returned
51,31,Mobile Reveal,Mouse,2024-01-04,Issued
52,33,Mac Total,Access Card,2024-02-17,Returned
53,33,Mouse Region,Keyboard,2023-03-24,Issued
54,34,Mouse Drop,Keyboard,2025-04-29,Lost
55,34,Mouse They,Mouse,2022-09-12,Issued
56,35,Monitor Life,Monitor,2024-10-18,Lost
57,37,Monitor Key,Mobile,2022-07-20,Issued
58,37,Access Card Project,Mobile,2024-01-30,Lost
59,39,Mac Same,Mac,2024-09-12,Lost
60,39,Mouse On,Mobile,2023-09-29,Issued
61,39,Access Card Mrs,Keyboard,2022-07-14,Lost
62,43,Mac Hundred,Monitor,2022-12-14,Issued
63,43,Keyboard Plant,Monitor,2024-10-30,Issued
64,45,Mac Employee,Monitor,2024-04-25,Issued
65,45,Keyboard Focus,Laptop,2023-08-28,Returned
66,46,Mouse Large,Mouse,2024-07-01,Returned
67,46,Access Card Region,Mobile,2023-08-02,Returned
68,46,Mobile Note,Laptop,2024-09-27,Issued
69,49,Monitor Eye,Mobile,2023-04-14,Lost
70,49,Laptop Mention,Access Card,2023-10-22,Issued
71,50,Mac Which,Access Card,2025-01-05,Lost
72,50,Mobile Current,Mac,2023-05-11,Lost
73,50,Mac Simply,Keyboard,2022-10-15,Issued
74,52,Laptop Rise,Keyboard,2025-03-24,Issued
75,53,Keyboard As,Keyboard,2025-02-17,Lost
76,53,Keyboard Ok,Mobile,2023-08-19,Lost
77,53,Keyboard Important,Access Card,2023-07-27,Lost
78,54,Mouse Hour,Mouse,2022-07-30,Lost
79,54,Access Card Manage,Access Card,2022-09-18,Returned
80,54,Mouse Despite,Monitor,2024-11-22,Lost
81,57,Keyboard Remain,Monitor,2025-05-21,Lost
82,57,Mouse Tell,Mac,2022-12-20,Lost
83,58,Mobile Cover,Keyboard,2024-09-28,Lost
84,59,Mobile Summer,Access Card,2022-06-23,Returned
85,59,Access Card Would,Mouse,2024-07-03,Issued
86,59,Access Card Pretty,Access Card,2023-03-02,Issued
87,60,Keyboard Ago,Mac,2025-03-06,Lost
88,60,Mac Hotel,Mobile,2023-01-03,Lost
89,61,Mobile Want,Mouse,2022-06-21,Returned
90,62,Mobile One,Mobile,2025-05-09,Issued
91,63,Monitor Feel,Laptop,2024-02-07,Issued
92,63,Mobile Manage,Monitor,2024-10-12,Lost
93,63,Access Card Course,Access Card,2023-11-10,Issued
94,64,Monitor Such,Keyboard,2022-06-09,Returned
95,65,Keyboard Result,Mouse,2023-06-04,Returned
96,65,Keyboard Indeed,Monitor,2024-06-05,Lost
97,66,Mobile Increase,Keyboard,2025-03-31,Issued
98,67,Access Card Life,Monitor,2023-12-23,Returned
99,67,Keyboard Measure,Mouse,2023-03-21,Issued
100,68,Mobile Good,Mobile,2022-08-20,Lost
101,68,Access Card Attack,Keyboard,2024-10-25,Issued
102,71,Mouse Other,Laptop,2023-01-28,Lost
103,71,Mac Indeed,Laptop,2025-02-17,Returned
104,73,Laptop Room,Mac,2025-01-16,Returned
105,73,Access Card Yourself,Mobile,2023-11-17,Lost
106,73,Monitor Peace,Mobile,2023-07-12,Returned
107,74,Mac Investment,Access Card,2025-01-20,Issued
108,74,Mouse Why,Mac,2022-12-28,Lost
109,74,Mouse Instead,Mouse,2024-07-04,Issued
110,75,Mac Condition,Monitor,2024-03-01,Returned
111,75,Mobile Instead,Mouse,2025-04-13,Issued
112,75,Keyboard Guess,Access Card,2024-07-23,Returned
113,77,Mouse Middle,Mobile,2023-06-06,Issued
114,78,Laptop Your,Mobile,2022-09-24,Issued
115,79,Laptop Other,Monitor,2024-10-02,Lost
116,79,Monitor Song,Laptop,2023-01-13,Issued
117,81,Mobile Section,Keyboard,2025-05-05,Returned
118,82,Mac It,Monitor,2023-04-07,Issued
119,83,Access Card College,Laptop,2023-03-13,Returned
120,83,Access Card Thus,Mouse,2024-07-07,Issued
121,83,Mac Scientist,Keyboard,2023-01-16,Issued
122,84,Keyboard Service,Mobile,2024-12-16,Issued
123,85,Mobile Already,Access Card,2022-11-05,Returned
124,87,Laptop Mouth,Mobile,2023-10-20,Lost
125,88,Access Card Course,Monitor,2024-07-14,Returned
126,90,Mobile Growth,Access Card,2023-05-24,Lost
127,90,Access Card About,Mobile,2024-06-05,Issued
128,91,Mobile Degree,Keyboard,2025-01-01,Lost
129,91,Laptop Movie,Access Card,2023-11-25,Lost
130,92,Mouse Middle,Access Card,2023-02-28,Returned
131,92,Mac Many,Monitor,2023-10-05,Returned
132,93,Mac Land,Laptop,2023-10-13,Issued
133,96,Mac Watch,Keyboard,2023-12-17,Returned
134,98,Mouse Laugh,Mac,2025-04-28,Issued
135,98,Access Card Million,Mac,2024-09-06,Returned
136,99,Keyboard Pm,Mouse,2022-11-13,Lost
137,99,Mac Group,Mobile,2022-07-06,Lost
138,99,Access Card Peace,Mouse,2022-06-08,Returned
139,100,Access Card Interview,Mobile,2022-08-22,Issued
140,101,Access Card Soon,Mac,2024-03-23,Issued
141,101,Mobile Anyone,Keyboard,2024-04-06,Returned
142,101,Mac Like,Mobile,2023-12-21,Lost
143,102,Laptop Term,Mac,2024-01-07,Lost
144,102,Mac Attack,Mouse,2024-11-14,Lost
145,103,Monitor Measure,Monitor,2023-04-21,Lost
146,103,Monitor Debate,Mouse,2023-06-15,Returned
147,104,Mobile Best,Laptop,2024-08-25,Lost
148,104,Laptop Scene,Mouse,2024-06-25,Returned
149,105,Monitor Second,Keyboard,2025-03-21,Returned
150,105,Access Card Whether,Monitor,2024-10-06,Issued
151,105,Mobile Necessary,Access Card,2022-05-26,Lost
152,106,Mobile Theory,Access Card,2022-12-13,Issued
153,106,Keyboard Watch,Keyboard,2024-03-14,Issued
154,106,Mac Raise,Monitor,2024-02-20,Issued
155,108,Access Card Tree,Mac,2023-09-30,Issued
156,109,Mac Sell,Keyboard,2025-05-11,Lost
157,109,Monitor Describe,Monitor,2022-08-16,Returned
158,110,Monitor Put,Keyboard,2023-07-25,Returned
159,110,Laptop Personal,Mobile,2023-11-11,Issued
160,111,Monitor Until,Access Card,2024-12-12,Returned
161,112,Monitor End,Keyboard,2024-05-23,Returned
162,113,Laptop Officer,Laptop,2024-09-27,Lost
163,113,Laptop Oil,Access Card,2023-06-04,Lost
164,113,Mac Bit,Mouse,2023-03-07,Returned
165,114,Monitor Above,Monitor,2023-07-10,Returned
166,114,Keyboard Politics,Mouse,2023-03-22,Returned
167,114,Laptop Federal,Laptop,2023-06-11,Returned
168,115,Laptop Represent,Laptop,2024-02-14,Issued
169,115,Mobile Mind,Monitor,2023-08-24,Lost
170,115,Mobile Nation,Keyboard,2024-12-18,Issued
171,116,Keyboard Theory,Laptop,2024-01-12,Lost
172,116,Laptop Foot,Laptop,2022-06-10,Returned
173,116,Laptop Prepare,Keyboard,2023-03-26,Returned
174,117,Access Card Instead,Mobile,2025-05-19,Returned
175,117,Access Card Onto,Laptop,2024-03-21,Lost
176,117,Keyboard Another,Monitor,2023-12-11,Returned
177,119,Mouse Though,Mobile,2022-11-08,Lost
178,119,Mouse Change,Keyboard,2023-05-11,Lost
179,121,Mac Per,Keyboard,2022-08-30,Issued
180,121,Access Card Line,Mobile,2023-11-21,Lost
181,121,Monitor The,Monitor,2025-01-30,Issued
182,122,Mac Cause,Access Card,2025-01-03,Issued
183,123,Mac Eye,Keyboard,2022-12-06,Lost
184,123,Access Card Property,Keyboard,2023-01-09,Lost
185,123,Mac Section,Keyboard,2023-10-07,Returned
186,124,Mobile Special,Monitor,2024-02-01,Returned
187,124,Keyboard Himself,Mouse,2023-03-31,Lost
188,124,Access Card Environmental,Keyboard,2024-07-23,Issued
189,125,Keyboard Trade,Mac,2023-05-23,Returned
190,125,Keyboard Him,Keyboard,2024-07-18,Lost
191,125,Mobile Nothing,Mac,2024-07-06,Lost
192,126,Keyboard Customer,Keyboard,2025-01-03,Returned
193,126,Mouse Later,Mouse,2023-10-08,Lost
194,127,Mouse Probably,Monitor,2024-05-28,Issued
195,130,Monitor Nor,Mac,2022-10-09,Lost
196,130,Keyboard Law,Mobile,2022-09-29,Lost
197,132,Keyboard Region,Mouse,2024-02-20,Issued
198,132,Laptop Let,Mobile,2023-04-17,Returned
199,134,Mobile Approach,Keyboard,2025-02-10,Lost
200,135,Mobile Power,Mac,2025-01-07,Lost
201,135,Access Card Kid,Monitor,2023-05-24,Lost
202,136,Keyboard Deal,Keyboard,2024-05-26,Returned
203,136,Keyboard Than,Keyboard,2022-09-03,Returned
204,136,Mouse Girl,Laptop,2022-07-27,Returned
205,137,Keyboard Race,Mac,2024-12-01,Returned
206,138,Laptop Join,Mobile,2022-12-30,Lost
207,139,Mobile Include,Keyboard,2023-09-28,Lost
208,139,Mouse Subject,Laptop,2025-01-30,Returned
209,140,Mouse Feeling,Mac,2025-05-08,Issued
210,141,Mac War,Laptop,2024-01-04,Returned
211,141,Keyboard Trouble,Monitor,2023-06-20,Returned
212,143,Monitor Nation,Mouse,2024-09-11,Lost
213,143,Access Card Watch,Mouse,2023-05-13,Lost
214,143,Mobile Stage,Access Card,2023-10-09,Returned
215,144,Laptop Glass,Laptop,2023-09-13,Lost
216,145,Mouse Account,Monitor,2023-09-15,Lost
217,146,Keyboard Me,Laptop,2024-10-03,Issued
218,148,Keyboard Hospital,Keyboard,2023-05-08,Returned
219,149,Laptop Attention,Keyboard,2024-08-04,Returned
220,152,Access Card Prove,Mouse,2023-05-09,Issued
221,153,Access Card Increase,Access Card,2024-01-05,Issued
222,153,Keyboard When,Laptop,2024-11-21,Returned
223,153,Mobile Kitchen,Access Card,2023-03-28,Returned
224,154,Mobile Official,Mobile,2023-06-26,Lost
225,154,Access Card Down,Access Card,2024-11-02,Lost
226,156,Mouse Price,Monitor,2023-06-29,Returned
227,156,Monitor Buy,Access Card,2024-07-27,Issued
228,157,Mouse Near,Mouse,2024-04-05,Returned
229,157,Mac Federal,Mac,2023-10-05,Returned
230,158,Monitor Bill,Laptop,2023-08-21,Issued
231,160,Mobile Table,Mouse,2022-06-21,Lost
232,160,Laptop Focus,Monitor,2025-04-20,Issued
233,161,Monitor Whom,Mac,2024-06-02,Lost
234,161,Mobile Fish,Mobile,2024-03-25,Returned
235,161,Mobile Claim,Access Card,2023-05-13,Lost
236,162,Monitor Forward,Mobile,2023-01-24,Returned
237,163,Mac True,Access Card,2024-03-05,Returned
238,165,Mobile They,Access Card,2023-03-23,Issued
239,165,Mac Media,Access Card,2022-09-23,Returned
240,165,Laptop Just,Laptop,2023-10-20,Lost
241,166,Access Card Become,Mouse,2025-02-12,Returned
242,167,Access Card College,Access Card,2023-08-26,Returned
243,167,Laptop Clearly,Access Card,2024-05-13,Returned
244,167,Laptop Fall,Monitor,2024-12-19,Lost
245,169,Laptop Standard,Access Card,2024-07-21,Lost
246,169,Mobile Focus,Laptop,2022-11-14,Lost
247,169,Laptop Visit,Mouse,2024-09-20,Returned
248,172,Mac Serious,Mouse,2024-01-10,Lost
249,172,Keyboard Next,Laptop,2023-12-04,Issued
250,172,Access Card Occur,Mobile,2024-11-02,Returned
251,173,Access Card Sound,Monitor,2024-05-21,Returned
252,174,Mac Item,Mac,2024-09-05,Returned
253,174,Mobile Important,Keyboard,2023-08-03,Issued
254,174,Mobile Himself,Monitor,2024-09-11,Lost
255,175,Mouse Tax,Mac,2023-12-16,Returned
256,175,Keyboard Food,Monitor,2022-08-16,Returned
257,175,Keyboard No,Mac,2024-06-19,Issued
258,176,Mouse Few,Access Card,2022-11-24,Lost
259,176,Mobile Eye,Mobile,2023-11-02,Returned
260,176,Monitor Several,Access Card,2024-04-03,Lost
261,177,Laptop Along,Mobile,2024-01-08,Lost
262,177,Access Card Season,Mouse,2023-10-10,Returned
263,177,Mouse Office,Mac,2022-11-04,Issued
264,178,Mac Pass,Mouse,2025-01-05,Returned
265,178,Monitor Friend,Mobile,2022-08-24,Lost
266,180,Monitor Financial,Keyboard,2023-01-28,Returned
267,180,Laptop Fact,Access Card,2025-05-03,Lost
268,182,Keyboard Detail,Mobile,2023-09-25,Lost
269,182,Mobile Lawyer,Access Card,2023-03-18,Issued
270,182,Mac Real,Mac,2023-07-13,Issued
271,183,Access Card Visit,Keyboard,2023-02-15,Lost
272,183,Mac Letter,Mobile,2025-05-03,Lost
273,184,Mouse Condition,Keyboard,2024-03-15,Lost
274,184,Monitor Vote,Mouse,2022-08-21,Returned
275,184,Mouse Yourself,Access Card,2025-04-14,Issued
276,188,Mac Loss,Mobile,2025-04-15,Lost
277,189,Mobile Heavy,Monitor,2025-02-19,Issued
278,190,Access Card Traditional,Mouse,2025-03-09,Returned
279,190,Laptop Raise,Mac,2022-11-24,Returned
280,191,Monitor Professional,Laptop,2022-08-11,Returned
281,191,Mac Result,Access Card,2023-05-25,Issued
282,192,Access Card Choice,Mac,2024-11-11,Lost
283,192,Mac Trouble,Monitor,2024-11-02,Lost
284,192,Mac Much,Access Card,2024-02-12,Returned
285,193,Laptop Administration,Mac,2022-08-17,Issued
286,193,Mobile Fear,Keyboard,2024-07-08,Returned
287,195,Monitor Movement,Mouse,2024-06-27,Lost
288,195,Mobile See,Mac,2023-05-08,Lost
289,196,Mobile So,Keyboard,2023-01-29,Issued
290,196,Mac Well,Laptop,2024-11-26,Issued
291,197,Mobile Boy,Laptop,2024-06-27,Issued
292,198,Mac Media,Mobile,2024-06-10,Lost
293,198,Monitor Day,Keyboard,2025-02-03,Lost
294,199,Mobile Sit,Keyboard,2025-05-02,Lost
295,199,Laptop Professor,Mobile,2025-05-02,Returned
296,200,Monitor Million,Monitor,2023-07-05,Returned
297,200,Monitor There,Mac,2024-03-20,Issued
298,202,Keyboard Thank,Mobile,2023-05-11,Issued
299,202,Mouse Street,Monitor,2025-02-17,Returned
300,202,Monitor Movement,Mouse,2024-09-06,Lost
301,203,Laptop Fund,Laptop,2024-03-16,Issued
302,203,Mac Box,Mouse,2024-04-27,Returned
303,205,Monitor Near,Monitor,2023-05-20,Lost
304,206,Mac Kitchen,Laptop,2023-11-19,Lost
305,206,Laptop Success,Access Card,2024-06-08,Issued
306,207,Laptop Effect,Access Card,2025-04-15,Issued
307,209,Mobile Suggest,Laptop,2023-09-05,Lost
308,209,Mouse Move,Laptop,2023-04-24,Returned
309,211,Mac Ready,Access Card,2023-08-03,Issued
310,212,Mouse It,Keyboard,2022-07-28,Lost
311,213,Keyboard Player,Mac,2025-01-05,Issued
312,213,Laptop Type,Access Card,2022-06-26,Issued
313,213,Keyboard Once,Laptop,2024-10-14,Issued
314,214,Mac Both,Keyboard,2023-06-15,Returned
315,214,Access Card Cold,Monitor,2023-01-02,Issued
316,215,Mouse Doctor,Access Card,2023-12-21,Lost
317,216,Mobile Success,Access Card,2022-08-20,Issued
318,216,Mac Again,Access Card,2023-02-13,Returned
319,216,Laptop Together,Access Card,2024-11-02,Returned
320,217,Mouse Believe,Mouse,2022-05-27,Lost
321,217,Mouse Make,Laptop,2022-09-05,Lost
322,217,Mouse Happen,Mouse,2022-10-28,Returned
323,219,Mac Break,Mouse,2024-12-31,Lost
324,221,Mouse Laugh,Keyboard,2024-03-04,Issued
325,222,Mac Do,Keyboard,2024-11-15,Lost
326,222,Keyboard Director,Laptop,2022-11-29,Returned
327,223,Laptop Cup,Laptop,2023-12-14,Lost
328,223,Laptop Glass,Access Card,2024-07-28,Issued
329,223,Keyboard Between,Mac,2023-12-14,Returned
330,224,Laptop Hundred,Monitor,2022-09-10,Lost
331,225,Mobile Camera,Mac,2025-05-01,Lost
332,225,Monitor Run,Keyboard,2023-07-30,Issued
333,225,Laptop Rather,Monitor,2023-08-14,Returned
334,226,Monitor Notice,Keyboard,2024-04-04,Lost
335,227,Laptop Want,Mac,2023-10-09,Issued
336,227,Mouse Offer,Mac,2024-11-02,Issued
337,227,Access Card Not,Access Card,2024-08-12,Lost
338,228,Laptop Sell,Monitor,2025-04-06,Issued
339,229,Keyboard To,Mobile,2022-10-08,Lost
340,230,Mouse No,Mac,2024-09-16,Returned
341,230,Laptop However,Laptop,2024-09-01,Returned
342,231,Laptop Risk,Laptop,2024-11-28,Lost
343,232,Keyboard Market,Mac,2022-10-20,Issued
344,232,Laptop Building,Monitor,2024-05-12,Lost
345,233,Laptop Late,Keyboard,2024-11-19,Returned
346,233,Mobile Vote,Access Card,2022-11-30,Issued
347,233,Mac Mr,Keyboard,2024-11-07,Returned
348,234,Mouse Try,Laptop,2023-04-15,Returned
349,234,Mobile Stand,Mac,2023-08-07,Lost
350,235,Keyboard Site,Mac,2023-07-27,Returned
351,235,Mac Kitchen,Monitor,2023-11-09,Returned
352,235,Keyboard Plan,Keyboard,2023-04-01,Issued
353,237,Keyboard During,Mobile,2023-06-20,Returned
354,237,Mac Together,Monitor,2025-03-07,Returned
355,237,Mac Eat,Laptop,2023-10-25,Lost
356,238,Keyboard Develop,Mac,2025-02-21,Issued
357,238,Mac Anything,Mouse,2025-04-04,Returned
358,239,Laptop Police,Access Card,2023-03-11,Returned
359,239,Mobile At,Access Card,2025-02-24,Returned
360,239,Mouse Class,Access Card,2024-07-20,Issued
361,242,Access Card Current,Access Card,2024-05-20,Returned
362,242,Access Card Stop,Mobile,2024-03-04,Lost
363,242,Mac Follow,Mobile,2023-09-27,Issued
364,244,Mobile See,Mac,2024-10-08,Lost
365,244,Laptop Matter,Access Card,2025-01-08,Issued
366,244,Laptop Behavior,Monitor,2025-03-28,Issued
367,246,Keyboard Paper,Laptop,2023-11-19,Lost
368,248,Mouse Culture,Laptop,2023-03-29,Returned
369,249,Mac Else,Laptop,2022-07-02,Returned
370,251,Mac Big,Laptop,2024-10-26,Lost
371,251,Mac Bank,Mac,2024-01-15,Issued
372,253,Access Card Series,Access Card,2024-07-24,Issued
373,253,Mac Light,Laptop,2023-07-14,Issued
374,253,Access Card Shoulder,Laptop,2023-02-09,Returned
375,254,Laptop Prepare,Mouse,2023-01-09,Lost
376,255,Access Card Well,Mouse,2022-07-02,Lost
377,255,Mobile Contain,Keyboard,2024-09-23,Issued
378,257,Mac Challenge,Mouse,2022-06-10,Issued
379,258,Mouse American,Laptop,2025-03-27,Issued
380,258,Mobile Few,Laptop,2024-11-09,Issued
381,259,Keyboard Figure,Keyboard,2022-09-24,Lost
382,259,Mouse Before,Access Card,2023-02-21,Lost
383,259,Mobile Dark,Mac,2024-09-16,Lost
384,260,Keyboard Expect,Mac,2024-03-15,Lost
385,260,Access Card Sure,Keyboard,2023-08-12,Returned
386,260,Access Card Learn,Laptop,2025-01-17,Returned
387,261,Mouse Series,Mobile,2024-06-15,Returned
388,262,Keyboard Create,Keyboard,2024-10-29,Returned
389,262,Laptop Safe,Keyboard,2025-01-29,Issued
390,262,Mac Ago,Monitor,2024-09-28,Lost
391,263,Monitor Race,Mobile,2023-09-23,Returned
392,263,Access Card Soldier,Mobile,2025-02-16,Lost
393,265,Access Card Turn,Monitor,2024-06-06,Lost
394,266,Mac Clear,Mac,2023-08-02,Returned
395,266,Mobile Today,Monitor,2022-09-28,Lost
396,266,Keyboard Now,Mouse,2024-05-10,Lost
397,267,Mac Of,Monitor,2023-11-01,Issued
398,268,Mouse Western,Mouse,2024-06-19,Issued
399,269,Keyboard Too,Mac,2023-07-20,Lost
400,269,Mouse Information,Access Card,2024-07-02,Returned
401,270,Keyboard Memory,Mobile,2024-12-27,Issued
402,271,Mac Collection,Laptop,2022-10-29,Issued
403,271,Mac Lay,Mac,2024-01-30,Issued
404,271,Mouse Radio,Monitor,2023-02-24,Issued
405,272,Keyboard Skin,Mac,2023-08-24,Issued
406,272,Access Card You,Keyboard,2023-08-02,Lost
407,272,Keyboard Support,Mobile,2023-12-12,Lost
408,273,Mac Letter,Access Card,2023-06-05,Issued
409,273,Mobile Make,Mouse,2025-04-08,Returned
410,273,Mouse Either,Mac,2024-07-12,Lost
411,274,Access Card Walk,Monitor,2022-06-21,Lost
412,275,Monitor American,Mac,2024-11-17,Returned
413,275,Monitor Pattern,Access Card,2023-08-30,Returned
414,275,Laptop Meet,Access Card,2024-02-25,Returned
415,276,Mobile Open,Mouse,2023-03-05,Returned
416,277,Monitor Guy,Monitor,2024-12-18,Returned
417,277,Mobile Operation,Mobile,2022-06-25,Returned
418,279,Laptop Each,Access Card,2024-05-03,Lost
419,280,Monitor Mention,Mac,2025-03-06,Lost
420,280,Mobile Floor,Mobile,2024-05-20,Issued
421,280,Mobile Truth,Mouse,2022-06-25,Returned
422,281,Laptop Should,Mouse,2023-04-02,Returned
423,281,Access Card Win,Monitor,2022-11-21,Issued
424,282,Laptop Occur,Laptop,2023-07-29,Lost
425,282,Mac Force,Access Card,2023-12-06,Issued
426,282,Mac Consider,Mouse,2024-07-04,Issued
427,283,Access Card Member,Mouse,2022-07-02,Issued
428,283,Access Card Third,Laptop,2024-02-12,Issued
429,285,Mac Particular,Monitor,2024-01-10,Issued
430,286,Mouse World,Mobile,2023-04-20,Issued
431,287,Mouse Him,Mouse,2023-09-04,Lost
432,287,Laptop Page,Mac,2022-08-12,Lost
433,287,Mouse Political,Mobile,2025-05-16,Issued
434,288,Monitor Never,Access Card,2024-12-30,Issued
435,288,Monitor Occur,Keyboard,2022-06-15,Returned
436,290,Mac Black,Mobile,2024-03-11,Issued
437,290,Access Card Worry,Mobile,2022-09-23,Lost
438,292,Access Card Those,Laptop,2024-07-15,Lost
439,293,Mouse Door,Monitor,2024-06-15,Lost
440,293,Access Card Sound,Keyboard,2024-03-25,Lost
441,293,Keyboard Agency,Mac,2023-09-25,Returned
442,294,Mobile Prepare,Mouse,2022-12-15,Issued
443,295,Keyboard Low,Access Card,2024-04-02,Lost
444,295,Mobile International,Access Card,2023-09-15,Issued
445,295,Monitor Just,Mac,2022-10-21,Issued
446,296,Mobile Beat,Mac,2024-01-17,Lost
447,296,Monitor Become,Laptop,2023-08-18,Returned
448,298,Access Card Perhaps,Mac,2024-10-10,Returned
449,298,Mouse Think,Access Card,2023-03-21,Issued
450,299,Monitor Your,Mac,2023-04-15,Returned
451,299,Access Card Culture,Laptop,2024-10-21,Lost
452,299,Monitor Ahead,Mac,2023-02-05,Issued
453,300,Access Card Rise,Mouse,2024-07-07,Returned
454,300,Mac Far,Mobile,2022-09-20,Issued
455,301,Mac Message,Mouse,2022-10-02,Lost
456,301,Access Card Read,Mobile,2023-10-10,Issued
457,301,Laptop Federal,Keyboard,2023-02-17,Returned
458,302,Mac Bill,Mouse,2024-09-14,Returned
459,302,Laptop Peace,Mac,2025-02-20,Issued
460,302,Mac Service,Keyboard,2024-09-11,Returned
461,305,Mac Article,Mac,2023-06-03,Lost
462,305,Monitor Explain,Laptop,2022-07-30,Returned
463,305,Mobile Little,Mouse,2024-11-15,Returned
464,306,Access Card Civil,Laptop,2023-09-16,Issued
465,307,Monitor Response,Mouse,2023-11-27,Issued
466,307,Laptop Win,Laptop,2025-05-04,Issued
467,308,Keyboard Toward,Mouse,2025-04-10,Lost
468,308,Mobile Social,Mobile,2022-10-05,Issued
469,310,Mouse Generation,Keyboard,2024-11-21,Returned
470,310,Access Card Phone,Keyboard,2023-12-09,Returned
471,310,Mouse For,Laptop,2025-04-13,Returned
472,312,Monitor Wrong,Monitor,2024-04-12,Issued
473,312,Mouse Help,Mouse,2024-08-06,Returned
474,314,Mouse Role,Mobile,2022-09-24,Lost
475,315,Monitor Discussion,Laptop,2024-03-27,Returned
476,315,Monitor Type,Laptop,2023-02-26,Lost
477,316,Mouse Certain,Keyboard,2025-04-15,Lost
478,316,Keyboard Conference,Monitor,2023-06-25,Returned
479,317,Laptop Very,Mac,2022-07-21,Returned
480,317,Monitor Left,Monitor,2023-06-25,Issued
481,318,Mac Risk,Laptop,2023-01-16,Lost
482,318,Mouse Religious,Mobile,2023-11-19,Returned
483,319,Mac Tv,Mac,2023-09-25,Issued
484,319,Monitor Official,Mobile,2023-06-04,Lost
485,321,Mouse Discuss,Laptop,2023-10-26,Returned
486,323,Mouse Message,Mobile,2024-08-05,Returned
487,323,Monitor Game,Keyboard,2024-08-14,Returned
488,323,Mobile Reach,Mac,2023-03-23,Issued
489,324,Mac Everything,Monitor,2024-04-29,Lost
490,324,Keyboard Hotel,Mobile,2024-12-16,Lost
491,324,Mobile Low,Access Card,2023-02-04,Lost
492,325,Keyboard Admit,Access Card,2023-10-07,Issued
493,327,Monitor Guy,Monitor,2024-06-18,Returned
494,328,Laptop Young,Keyboard,2023-08-25,Issued
495,328,Access Card Head,Keyboard,2024-07-10,Issued
496,328,Monitor Future,Laptop,2023-03-30,Lost
497,329,Access Card Leg,Monitor,2023-04-15,Lost
498,329,Keyboard Ever,Laptop,2023-12-08,Lost
499,330,Keyboard Whom,Mobile,2024-09-14,Returned
500,331,Access Card Which,Keyboard,2024-08-11,Returned
501,331,Keyboard Recent,Monitor,2024-07-16,Issued
502,334,Access Card Question,Mouse,2024-04-09,Lost
503,334,Laptop Everything,Laptop,2022-06-11,Lost
504,334,Mouse Hard,Keyboard,2024-05-04,Returned
505,335,Laptop Thus,Mac,2022-12-03,Issued
