benefit_id,empID,benefit_name,benefit_value
95,62,Transport Allowance,$1628
96,63,Paid Vacation,$1318
97,63,Paid Vacation,$1163
98,63,Transport Allowance,$885
99,66,Transport Allowance,$423
100,66,Stock Options,42 units
101,66,Transport Allowance,$1552
102,68,Paid Vacation,$507
103,68,Gym Membership,$461
104,68,Transport Allowance,$555
105,69,Gym Membership,$1559
106,69,Health Insurance,$1016
107,71,Stock Options,1 units
108,71,Health Insurance,$977
109,74,Stock Options,87 units
110,75,Health Insurance,$548
111,75,Paid Vacation,$1682
112,76,Gym Membership,$1371
113,76,Gym Membership,$477
114,77,Transport Allowance,$924
115,78,Gym Membership,$1445
116,78,Paid Vacation,$222
117,78,Gym Membership,$1412
118,79,Transport Allowance,$1106
119,80,Health Insurance,$133
120,80,Paid Vacation,$1596
121,80,Gym Membership,$208
122,82,Paid Vacation,$1884
123,82,Transport Allowance,$376
124,82,Transport Allowance,$1664
125,83,Gym Membership,$389
126,84,Transport Allowance,$1186
127,84,Transport Allowance,$1868
128,84,Transport Allowance,$1584
129,85,Stock Options,8 units
130,85,Transport Allowance,$1615
131,85,Stock Options,43 units
132,86,Gym Membership,$1386
133,86,Health Insurance,$332
134,88,Transport Allowance,$846
135,88,Health Insurance,$891
136,89,Health Insurance,$387
137,89,Transport Allowance,$1015
138,89,Gym Membership,$1504
139,90,Paid Vacation,$1193
140,90,Transport Allowance,$1615
141,91,Paid Vacation,$1807
142,92,Gym Membership,$462
143,93,Health Insurance,$1905
144,95,Gym Membership,$1311
145,95,Stock Options,92 units
146,96,Stock Options,39 units
147,97,Transport Allowance,$236
148,98,Stock Options,99 units
149,99,Health Insurance,$708
150,99,Stock Options,21 units
151,100,Gym Membership,$228
152,100,Health Insurance,$878
153,100,Stock Options,63 units
154,101,Transport Allowance,$1210
155,101,Paid Vacation,$368
156,102,Transport Allowance,$1268
157,102,Health Insurance,$1362
158,103,Gym Membership,$498
159,103,Stock Options,30 units
160,104,Health Insurance,$1763
161,105,Gym Membership,$724
162,105,Transport Allowance,$554
163,105,Stock Options,34 units
164,106,Health Insurance,$1355
165,106,Stock Options,48 units
166,107,Paid Vacation,$558
167,108,Gym Membership,$157
168,108,Gym Membership,$127
169,109,Health Insurance,$1881
170,109,Gym Membership,$102
171,110,Gym Membership,$1468
172,110,Transport Allowance,$424
173,110,Gym Membership,$1885
174,111,Stock Options,91 units
175,111,Stock Options,28 units
176,113,Gym Membership,$897
177,114,Stock Options,87 units
178,114,Health Insurance,$1896
179,115,Gym Membership,$1134
180,115,Stock Options,14 units
181,115,Paid Vacation,$618
182,116,Gym Membership,$558
183,116,Paid Vacation,$244
184,117,Paid Vacation,$994
185,118,Stock Options,23 units
186,118,Stock Options,55 units
187,120,Transport Allowance,$159
188,121,Transport Allowance,$805
189,121,Gym Membership,$415
190,124,Stock Options,41 units
191,124,Stock Options,18 units
192,125,Paid Vacation,$328
193,125,Gym Membership,$271
194,125,Transport Allowance,$411
195,126,Transport Allowance,$565
196,126,Paid Vacation,$804
197,126,Transport Allowance,$1408
198,127,Paid Vacation,$377
199,127,Stock Options,59 units
200,127,Paid Vacation,$1575
201,130,Paid Vacation,$474
202,131,Health Insurance,$275
203,132,Paid Vacation,$564
204,137,Stock Options,95 units
205,137,Gym Membership,$1845
206,137,Gym Membership,$735
207,138,Gym Membership,$1096
208,138,Paid Vacation,$946
209,139,Paid Vacation,$849
210,140,Health Insurance,$1695
211,140,Paid Vacation,$311
212,140,Paid Vacation,$1695
213,141,Gym Membership,$974
214,142,Stock Options,61 units
215,143,Gym Membership,$1686
216,143,Paid Vacation,$1662
217,143,Paid Vacation,$1315
218,144,Gym Membership,$469
219,148,Health Insurance,$1589
220,148,Gym Membership,$1997
221,148,Health Insurance,$1822
222,151,Health Insurance,$1547
223,152,Paid Vacation,$1014
224,152,Stock Options,92 units
225,152,Health Insurance,$982
226,153,Paid Vacation,$606
227,153,Transport Allowance,$981
228,154,Gym Membership,$336
229,155,Transport Allowance,$371
230,155,Transport Allowance,$1356
231,156,Transport Allowance,$1448
232,156,Transport Allowance,$734
233,157,Transport Allowance,$1006
234,157,Health Insurance,$1022
235,157,Health Insurance,$1567
236,158,Health Insurance,$183
237,159,Gym Membership,$949
238,160,Paid Vacation,$1551
239,160,Health Insurance,$752
240,160,Transport Allowance,$1300
241,161,Stock Options,79 units
242,161,Stock Options,88 units
243,163,Health Insurance,$1681
244,163,Transport Allowance,$1750
245,165,Paid Vacation,$823
246,165,Gym Membership,$1461
247,166,Gym Membership,$1111
248,166,Stock Options,78 units
249,167,Transport Allowance,$1193
250,167,Transport Allowance,$129
251,167,Health Insurance,$227
252,168,Gym Membership,$892
253,169,Transport Allowance,$875
254,170,Health Insurance,$1768
255,170,Stock Options,71 units
256,170,Stock Options,64 units
257,171,Gym Membership,$1730
258,171,Paid Vacation,$651
259,173,Stock Options,77 units
260,173,Gym Membership,$265
261,173,Gym Membership,$966
262,175,Health Insurance,$1995
263,175,Gym Membership,$582
264,175,Health Insurance,$135
265,176,Paid Vacation,$875
266,176,Stock Options,18 units
267,176,Health Insurance,$905
268,177,Transport Allowance,$1867
269,177,Gym Membership,$1871
270,178,Paid Vacation,$1926
271,180,Transport Allowance,$1988
272,181,Transport Allowance,$325
273,182,Stock Options,72 units
274,183,Transport Allowance,$584
275,183,Stock Options,69 units
276,184,Stock Options,62 units
277,184,Health Insurance,$1311
278,187,Gym Membership,$1391
279,187,Health Insurance,$1134
280,188,Transport Allowance,$1669
281,188,Transport Allowance,$1969
282,189,Transport Allowance,$615
283,189,Health Insurance,$419
284,189,Stock Options,74 units
285,192,Transport Allowance,$1630
286,192,Gym Membership,$1634
287,192,Health Insurance,$1763
288,195,Gym Membership,$224
289,196,Gym Membership,$502
290,196,Stock Options,50 units
291,196,Gym Membership,$771
292,197,Gym Membership,$1719
293,198,Gym Membership,$1347
294,200,Gym Membership,$1066
295,202,Paid Vacation,$335
296,202,Paid Vacation,$796
297,205,Transport Allowance,$409
298,206,Stock Options,37 units
299,206,Stock Options,53 units
300,207,Paid Vacation,$1142
301,208,Paid Vacation,$336
302,208,Paid Vacation,$1295
303,209,Stock Options,1 units
304,209,Stock Options,83 units
305,211,Paid Vacation,$871
306,211,Transport Allowance,$1281
307,211,Gym Membership,$1249
308,212,Health Insurance,$258
309,213,Health Insurance,$839
310,214,Paid Vacation,$1506
311,216,Stock Options,60 units
312,216,Transport Allowance,$640
313,217,Transport Allowance,$498
314,217,Stock Options,19 units
315,218,Stock Options,34 units
316,218,Paid Vacation,$629
317,218,Health Insurance,$879
318,219,Health Insurance,$379
319,220,Paid Vacation,$241
320,222,Transport Allowance,$1022
321,222,Transport Allowance,$174
322,223,Health Insurance,$885
323,223,Gym Membership,$701
324,225,Paid Vacation,$379
325,225,Transport Allowance,$641
326,225,Paid Vacation,$404
327,227,Paid Vacation,$310
328,228,Transport Allowance,$381
329,229,Paid Vacation,$818
330,231,Stock Options,68 units
331,234,Paid Vacation,$483
332,235,Transport Allowance,$466
333,235,Health Insurance,$1336
334,236,Transport Allowance,$370
335,236,Paid Vacation,$980
336,236,Stock Options,1 units
337,237,Paid Vacation,$152
338,237,Stock Options,90 units
339,238,Gym Membership,$264
340,239,Paid Vacation,$1048
341,239,Gym Membership,$1964
342,239,Transport Allowance,$1308
343,240,Paid Vacation,$838
344,242,Transport Allowance,$1150
345,242,Gym Membership,$1803
346,242,Transport Allowance,$181
347,243,Health Insurance,$400
348,243,Transport Allowance,$530
349,243,Transport Allowance,$1580
350,244,Transport Allowance,$1473
351,244,Stock Options,43 units
352,244,Paid Vacation,$1186
353,245,Stock Options,54 units
354,245,Stock Options,44 units
355,245,Health Insurance,$547
356,246,Stock Options,15 units
357,248,Paid Vacation,$299
358,248,Paid Vacation,$1450
359,248,Stock Options,62 units
360,249,Transport Allowance,$1084
361,250,Stock Options,39 units
362,251,Gym Membership,$1801
363,251,Health Insurance,$1941
364,251,Transport Allowance,$524
365,253,Transport Allowance,$216
366,255,Gym Membership,$630
367,255,Health Insurance,$1901
368,255,Gym Membership,$1823
369,256,Gym Membership,$1210
370,257,Gym Membership,$1390
371,257,Stock Options,24 units
372,257,Health Insurance,$666
373,259,Paid Vacation,$1505
374,260,Gym Membership,$759
375,260,Paid Vacation,$432
376,260,Paid Vacation,$1065
377,263,Paid Vacation,$868
378,264,Gym Membership,$267
379,264,Health Insurance,$463
380,265,Health Insurance,$309
381,265,Gym Membership,$444
382,265,Gym Membership,$1927
383,267,Health Insurance,$1856
384,267,Gym Membership,$619
385,272,Stock Options,7 units
386,273,Transport Allowance,$1705
387,274,Stock Options,1 units
388,274,Transport Allowance,$1932
389,275,Health Insurance,$1492
390,275,Transport Allowance,$722
391,275,Health Insurance,$811
392,276,Gym Membership,$1247
393,277,Health Insurance,$1491
394,277,Transport Allowance,$1652
395,277,Health Insurance,$1913
396,278,Paid Vacation,$410
397,278,Gym Membership,$244
398,278,Paid Vacation,$555
399,279,Stock Options,28 units
400,281,Stock Options,30 units
401,282,Transport Allowance,$361
402,284,Health Insurance,$824
403,284,Gym Membership,$150
404,284,Transport Allowance,$1953
405,285,Stock Options,48 units
406,285,Paid Vacation,$1222
407,286,Paid Vacation,$1964
408,286,Gym Membership,$565
409,287,Paid Vacation,$546
410,287,Transport Allowance,$1513
411,289,Paid Vacation,$1806
412,289,Transport Allowance,$1534
413,290,Stock Options,37 units
414,290,Paid Vacation,$252
415,292,Gym Membership,$173
416,292,Stock Options,73 units
417,292,Stock Options,66 units
418,293,Stock Options,77 units
419,293,Health Insurance,$1534
420,293,Paid Vacation,$366
421,294,Gym Membership,$1427
422,294,Health Insurance,$667
423,295,Transport Allowance,$1604
424,295,Stock Options,92 units
425,296,Health Insurance,$1590
426,297,Transport Allowance,$1591
427,298,Gym Membership,$270
428,299,Transport Allowance,$1463
429,300,Stock Options,16 units
430,302,Health Insurance,$748
431,302,Paid Vacation,$572
432,303,Transport Allowance,$1457
433,303,Gym Membership,$1433
434,303,Health Insurance,$1495
435,308,Gym Membership,$1023
436,309,Paid Vacation,$1526
437,309,Paid Vacation,$728
438,309,Gym Membership,$1003
439,310,Gym Membership,$1297
440,310,Paid Vacation,$1875
441,310,Health Insurance,$1528
442,311,Health Insurance,$370
443,311,Paid Vacation,$1179
444,311,Transport Allowance,$618
445,312,Paid Vacation,$1163
446,312,Transport Allowance,$784
447,312,Health Insurance,$180
448,313,Gym Membership,$991
449,315,Paid Vacation,$1172
450,315,Paid Vacation,$1558
451,315,Health Insurance,$1390
452,316,Stock Options,72 units
453,317,Health Insurance,$843
454,317,Health Insurance,$1501
455,317,Paid Vacation,$1113
456,318,Gym Membership,$637
457,318,Transport Allowance,$1352
458,320,Health Insurance,$485
459,320,Stock Options,80 units
460,320,Health Insurance,$335
461,321,Stock Options,79 units
462,321,Stock Options,100 units
463,321,Health Insurance,$1279
464,322,Paid Vacation,$1584
465,322,Stock Options,17 units
466,322,Stock Options,5 units
467,323,Health Insurance,$464
468,323,Paid Vacation,$1269
469,323,Transport Allowance,$1844
470,324,Gym Membership,$663
471,324,Paid Vacation,$724
472,326,Gym Membership,$289
473,327,Health Insurance,$1384
474,327,Gym Membership,$1691
475,328,Gym Membership,$1511
476,329,Stock Options,6 units
477,329,Stock Options,68 units
478,329,Gym Membership,$1054
479,331,Health Insurance,$731
480,332,Stock Options,90 units
481,333,Health Insurance,$395
482,333,Transport Allowance,$535
483,333,Transport Allowance,$1468
484,334,Gym Membership,$1843
485,335,Stock Options,12 units
486,336,Transport Allowance,$1824
487,336,Stock Options,55 units
488,338,Paid Vacation,$1075
489,338,Health Insurance,$1495
490,338,Transport Allowance,$498
491,340,Health Insurance,$450
492,340,Gym Membership,$576
493,340,Gym Membership,$387
494,344,Transport Allowance,$198
495,344,Gym Membership,$1465
496,344,Transport Allowance,$1000
497,345,Stock Options,99 units
498,345,Paid Vacation,$1543
499,348,Stock Options,28 units
500,349,Health Insurance,$989
501,349,Paid Vacation,$347
502,349,Stock Options,8 units
503,350,Stock Options,29 units
504,350,Stock Options,26 units
505,350,Health Insurance,$985
506,351,Stock Options,96 units
507,351,Paid Vacation,$1148
508,351,Transport Allowance,$399
509,352,Gym Membership,$926
510,352,Gym Membership,$880
511,353,Health Insurance,$1681
512,353,Paid Vacation,$1799
513,353,Transport Allowance,$926
514,355,Health Insurance,$1419
515,355,Gym Membership,$1840
516,356,Paid Vacation,$383
517,356,Gym Membership,$954
518,357,Paid Vacation,$1980
519,357,Stock Options,90 units
520,358,Transport Allowance,$1221
521,358,Health Insurance,$1290
522,358,Transport Allowance,$752
523,359,Transport Allowance,$132
524,360,Gym Membership,$1702
525,360,Paid Vacation,$502
526,363,Health Insurance,$1713
527,363,Transport Allowance,$251
528,365,Health Insurance,$1806
529,366,Paid Vacation,$794
530,366,Gym Membership,$1107
531,366,Health Insurance,$549
532,367,Stock Options,79 units
533,367,Transport Allowance,$1105
534,368,Stock Options,57 units
535,371,Transport Allowance,$564
536,371,Gym Membership,$1737
537,372,Health Insurance,$816
538,372,Transport Allowance,$226
539,373,Health Insurance,$420
540,373,Gym Membership,$1692
541,373,Paid Vacation,$1453
542,374,Health Insurance,$404
543,374,Paid Vacation,$389
544,374,Health Insurance,$362
545,375,Stock Options,11 units
546,377,Gym Membership,$123
547,378,Health Insurance,$443
548,378,Health Insurance,$415
549,378,Stock Options,63 units
550,379,Health Insurance,$1003
551,381,Transport Allowance,$1484
552,381,Paid Vacation,$346
553,382,Paid Vacation,$1617
554,383,Transport Allowance,$610
555,383,Transport Allowance,$1229
556,383,Gym Membership,$1382
557,385,Gym Membership,$1704
558,385,Stock Options,73 units
559,385,Health Insurance,$1194
560,386,Gym Membership,$409
561,386,Transport Allowance,$1820
562,386,Gym Membership,$1801
563,387,Stock Options,40 units
564,388,Transport Allowance,$1726
565,388,Paid Vacation,$1265
566,388,Stock Options,88 units
567,392,Health Insurance,$1350
568,392,Transport Allowance,$314
569,392,Health Insurance,$171
570,393,Gym Membership,$1003
571,393,Gym Membership,$728
572,395,Health Insurance,$1163
573,395,Gym Membership,$1606
574,396,Paid Vacation,$326
575,396,Health Insurance,$1846
576,397,Transport Allowance,$176
577,397,Health Insurance,$1111
578,397,Gym Membership,$321
579,400,Stock Options,75 units
580,400,Gym Membership,$1030
581,401,Health Insurance,$1058
582,401,Paid Vacation,$1686
583,402,Health Insurance,$188
584,402,Transport Allowance,$107
585,402,Gym Membership,$1232
586,403,Transport Allowance,$1434
587,404,Paid Vacation,$1349
588,404,Paid Vacation,$1241
589,404,Stock Options,28 units
590,405,Paid Vacation,$1393
591,405,Paid Vacation,$1982
592,405,Transport Allowance,$919
593,407,Health Insurance,$417
594,409,Health Insurance,$644
595,409,Paid Vacation,$1265
596,411,Stock Options,82 units
597,411,Stock Options,49 units
598,413,Health Insurance,$1882
599,413,Health Insurance,$793
600,414,Paid Vacation,$786
601,414,Health Insurance,$1991
602,415,Paid Vacation,$1674
603,415,Gym Membership,$1752
604,416,Gym Membership,$1534
605,416,Paid Vacation,$1485
606,417,Gym Membership,$1000
607,417,Stock Options,5 units
608,419,Health Insurance,$288
609,419,Stock Options,68 units
610,419,Health Insurance,$1804
611,420,Transport Allowance,$1622
612,420,Stock Options,58 units
613,422,Gym Membership,$1212
614,422,Transport Allowance,$507
615,422,Stock Options,8 units
616,423,Paid Vacation,$1678
617,424,Gym Membership,$1897
618,425,Transport Allowance,$1457
619,427,Stock Options,15 units
620,427,Paid Vacation,$1406
621,427,Gym Membership,$926
622,428,Transport Allowance,$1340
623,428,Stock Options,46 units
624,429,Paid Vacation,$654
625,429,Paid Vacation,$274
626,430,Paid Vacation,$936
627,430,Transport Allowance,$893
628,430,Health Insurance,$1129
629,431,Stock Options,25 units
630,431,Transport Allowance,$328
631,431,Stock Options,80 units
632,432,Transport Allowance,$1183
633,433,Transport Allowance,$1244
634,435,Stock Options,8 units
635,435,Health Insurance,$735
636,435,Stock Options,46 units
637,436,Stock Options,47 units
638,438,Health Insurance,$1420
639,438,Gym Membership,$1469
640,438,Transport Allowance,$1520
641,439,Paid Vacation,$1789
642,439,Gym Membership,$294
643,439,Paid Vacation,$1886
644,440,Stock Options,48 units
645,440,Stock Options,98 units
646,442,Stock Options,2 units
647,442,Gym Membership,$1124
648,444,Paid Vacation,$446
649,445,Transport Allowance,$1196
650,445,Stock Options,72 units
651,445,Health Insurance,$396
652,446,Health Insurance,$483
653,446,Health Insurance,$530
654,447,Transport Allowance,$276
655,447,Health Insurance,$1683
656,448,Gym Membership,$226
657,448,Stock Options,63 units
658,449,Paid Vacation,$1902
659,449,Paid Vacation,$1629
660,449,Paid Vacation,$1102
661,450,Gym Membership,$1994
662,451,Paid Vacation,$710
663,451,Paid Vacation,$883
664,451,Paid Vacation,$1303
665,453,Gym Membership,$1114
666,453,Gym Membership,$251
667,453,Health Insurance,$889
668,454,Transport Allowance,$317
669,454,Stock Options,20 units
670,454,Stock Options,96 units
671,455,Gym Membership,$1107
672,456,Stock Options,67 units
673,457,Transport Allowance,$486
674,459,Paid Vacation,$274
675,459,Paid Vacation,$664
676,459,Paid Vacation,$344
677,461,Health Insurance,$1332
678,462,Health Insurance,$691
679,462,Gym Membership,$155
680,465,Gym Membership,$226
681,465,Stock Options,80 units
682,467,Paid Vacation,$299
683,468,Paid Vacation,$269
684,468,Health Insurance,$1265
685,468,Transport Allowance,$1513
686,469,Health Insurance,$1333
687,469,Health Insurance,$600
688,469,Transport Allowance,$376
689,471,Paid Vacation,$670
690,474,Stock Options,25 units
691,474,Paid Vacation,$1700
692,474,Health Insurance,$596
693,475,Health Insurance,$201
694,476,Stock Options,63 units
695,476,Health Insurance,$649
696,476,Transport Allowance,$1234
697,477,Transport Allowance,$1195
698,477,Paid Vacation,$1322
699,477,Transport Allowance,$1345
700,480,Health Insurance,$959
701,481,Paid Vacation,$1199
702,483,Paid Vacation,$1778
703,483,Gym Membership,$1604
704,484,Transport Allowance,$1065
705,484,Health Insurance,$227
706,484,Transport Allowance,$606
707,487,Gym Membership,$665
708,488,Transport Allowance,$1449
709,488,Transport Allowance,$1916
710,489,Health Insurance,$1658
711,489,Health Insurance,$1970
712,490,Gym Membership,$1041
713,491,Gym Membership,$261
714,491,Gym Membership,$1303
715,491,Gym Membership,$966
716,494,Health Insurance,$1703
717,494,Stock Options,20 units
718,495,Health Insurance,$266
719,495,Transport Allowance,$377
720,495,Transport Allowance,$694
721,496,Transport Allowance,$1679
722,497,Stock Options,37 units
723,498,Gym Membership,$1927
724,498,Health Insurance,$1736
725,498,Stock Options,79 units
726,499,Transport Allowance,$586
727,499,Paid Vacation,$1505
728,499,Paid Vacation,$718
729,500,Stock Options,16 units
730,500,Gym Membership,$1743
731,500,Paid Vacation,$1466
732,501,Stock Options,73 units
733,501,Stock Options,67 units
734,502,Transport Allowance,$922
735,502,Paid Vacation,$244
736,505,Stock Options,17 units
737,505,Health Insurance,$483
738,506,Stock Options,34 units
739,506,Paid Vacation,$1779
740,506,Stock Options,34 units
741,507,Transport Allowance,$1350
742,507,Transport Allowance,$133
743,507,Gym Membership,$1505
744,509,Health Insurance,$1874
745,509,Health Insurance,$1915
746,510,Transport Allowance,$919
747,510,Gym Membership,$1785
748,511,Transport Allowance,$1627
749,511,Transport Allowance,$1047
750,512,Paid Vacation,$313
751,512,Stock Options,28 units
752,514,Transport Allowance,$1937
753,515,Gym Membership,$851
754,515,Gym Membership,$575
755,517,Gym Membership,$1982
756,517,Gym Membership,$665
757,520,Health Insurance,$546
758,520,Transport Allowance,$846
759,520,Paid Vacation,$1526
760,521,Health Insurance,$1670
761,522,Gym Membership,$733
762,522,Stock Options,53 units
763,522,Stock Options,98 units
764,523,Stock Options,63 units
765,523,Transport Allowance,$447
766,523,Stock Options,93 units
767,524,Stock Options,86 units
768,524,Paid Vacation,$595
769,525,Stock Options,52 units
770,526,Gym Membership,$1422
771,526,Stock Options,30 units
772,526,Paid Vacation,$508
773,527,Gym Membership,$292
774,527,Health Insurance,$1982
775,527,Paid Vacation,$1585
776,528,Transport Allowance,$1893
777,529,Gym Membership,$997
778,530,Paid Vacation,$213
779,530,Gym Membership,$168
780,532,Transport Allowance,$411
781,533,Paid Vacation,$1765
782,533,Gym Membership,$773
783,533,Paid Vacation,$1197
784,535,Gym Membership,$1084
785,535,Transport Allowance,$1221
786,535,Paid Vacation,$259
787,536,Paid Vacation,$1515
788,536,Transport Allowance,$259
789,537,Paid Vacation,$1464
790,538,Paid Vacation,$779
791,538,Paid Vacation,$332
792,538,Transport Allowance,$1440
793,539,Transport Allowance,$648
794,541,Gym Membership,$957
795,542,Health Insurance,$179
796,542,Gym Membership,$1616
797,542,Paid Vacation,$1586
798,543,Gym Membership,$277
799,543,Gym Membership,$121
800,548,Transport Allowance,$1564
801,548,Paid Vacation,$1296
802,548,Gym Membership,$730
803,549,Paid Vacation,$1771
804,549,Health Insurance,$973
805,549,Transport Allowance,$1090
806,550,Paid Vacation,$433
807,550,Health Insurance,$155
808,551,Transport Allowance,$1946
809,551,Gym Membership,$1749
810,551,Gym Membership,$608
811,552,Transport Allowance,$447
812,552,Stock Options,1 units
813,552,Paid Vacation,$1126
814,554,Paid Vacation,$615
815,554,Health Insurance,$1320
816,554,Paid Vacation,$533
817,555,Health Insurance,$1144
818,556,Gym Membership,$1704
819,556,Transport Allowance,$433
820,557,Paid Vacation,$484
821,557,Gym Membership,$937
822,557,Transport Allowance,$713
823,559,Stock Options,8 units
824,560,Transport Allowance,$1795
825,560,Transport Allowance,$1199
826,560,Gym Membership,$105
827,562,Paid Vacation,$676
828,562,Stock Options,10 units
829,564,Stock Options,23 units
830,565,Transport Allowance,$1670
831,565,Paid Vacation,$1553
832,565,Stock Options,63 units
833,566,Paid Vacation,$813
834,566,Paid Vacation,$657
835,568,Stock Options,74 units
836,568,Health Insurance,$1776
837,569,Stock Options,18 units
838,569,Gym Membership,$1026
839,569,Stock Options,83 units
840,570,Transport Allowance,$1383
841,570,Paid Vacation,$1985
842,571,Health Insurance,$1050
843,572,Paid Vacation,$174
844,573,Gym Membership,$1032
845,575,Gym Membership,$1546
846,575,Gym Membership,$225
847,577,Transport Allowance,$1460
848,578,Gym Membership,$293
849,580,Stock Options,25 units
850,580,Paid Vacation,$245
851,581,Stock Options,35 units
852,581,Stock Options,91 units
853,581,Paid Vacation,$903
854,582,Health Insurance,$675
855,582,Transport Allowance,$184
856,583,Health Insurance,$1877
857,585,Paid Vacation,$1157
858,587,Paid Vacation,$1565
859,588,Stock Options,90 units
860,588,Gym Membership,$1262
861,588,Transport Allowance,$1763
862,589,Health Insurance,$325
863,589,Paid Vacation,$259
864,590,Stock Options,99 units
865,591,Transport Allowance,$1075
866,591,Transport Allowance,$826
867,592,Health Insurance,$1094
868,592,Health Insurance,$726
869,592,Gym Membership,$1066
870,594,Gym Membership,$1564
871,594,Stock Options,74 units
872,595,Paid Vacation,$1637
873,595,Stock Options,84 units
874,595,Paid Vacation,$1001
875,596,Transport Allowance,$1955
876,596,Gym Membership,$152
877,597,Paid Vacation,$287
878,597,Transport Allowance,$564
879,597,Stock Options,10 units
880,598,Health Insurance,$141
881,599,Transport Allowance,$849
882,599,Health Insurance,$668
883,599,Transport Allowance,$700
884,600,Health Insurance,$489
885,601,Gym Membership,$1966
886,602,Paid Vacation,$1663
887,602,Transport Allowance,$1105
888,603,Health Insurance,$444
889,604,Paid Vacation,$181
890,604,Health Insurance,$1177
891,606,Transport Allowance,$799
892,607,Health Insurance,$253
893,609,Health Insurance,$757
894,609,Transport Allowance,$217
895,612,Transport Allowance,$351
896,612,Stock Options,92 units
897,613,Paid Vacation,$1272
898,613,Paid Vacation,$1232
899,614,Paid Vacation,$421
900,614,Stock Options,52 units
901,614,Paid Vacation,$455
902,615,Transport Allowance,$1440
903,615,Transport Allowance,$1007
904,616,Paid Vacation,$1170
905,616,Stock Options,2 units
906,617,Paid Vacation,$1529
907,618,Stock Options,65 units
908,618,Paid Vacation,$1030
909,619,Paid Vacation,$1162
910,619,Gym Membership,$125
911,621,Gym Membership,$1596
912,621,Transport Allowance,$906
913,621,Transport Allowance,$1286
914,622,Gym Membership,$418
915,622,Stock Options,12 units
916,622,Stock Options,77 units
917,623,Gym Membership,$1360
918,623,Stock Options,31 units
919,623,Gym Membership,$1527
920,624,Transport Allowance,$1857
921,624,Stock Options,53 units
922,625,Transport Allowance,$383
923,626,Gym Membership,$225
924,628,Health Insurance,$1277
925,628,Gym Membership,$241
926,628,Paid Vacation,$687
927,630,Stock Options,18 units
928,635,Paid Vacation,$448
929,638,Stock Options,88 units
930,638,Stock Options,94 units
931,639,Paid Vacation,$279
932,639,Health Insurance,$514
933,639,Transport Allowance,$1998
934,640,Gym Membership,$1110
935,640,Stock Options,91 units
936,641,Transport Allowance,$714
937,641,Transport Allowance,$1202
938,641,Transport Allowance,$890
939,642,Health Insurance,$629
940,642,Gym Membership,$146
941,643,Transport Allowance,$1350
942,644,Transport Allowance,$1953
